,test_name,model_arch,transforms,normalized,weight_decay,split_num,AUROC,epoch,error_rate,lr,train_df
13,resnet18_5_0.01_0.1_modified_True,resnet18,modified,true,0.01,4,0.37037,5.0,0.5,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.807114   23.811974    0.500000  0.444444   NaN
1      1   10.217509   23.650341    0.555556  0.740741   NaN
2      2   19.090416   37.283413    0.500000  0.290123   NaN
3      3   18.432320   70.338661    0.333333  0.679012   NaN
4      4   14.532390    5.709425    0.500000  0.370370   NaN"
14,resnet18_5_0.01_0.1_modified_True,resnet18,modified,true,0.01,5,0.48148100000000005,5.0,0.5,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    2.097543    3.681212    0.444444  0.432099   NaN
1      1    9.993429   13.935271    0.500000  0.543210   NaN
2      2   15.649673   14.692159    0.333333  0.685185   NaN
3      3   16.857433   22.205030    0.500000  0.592593   NaN
4      4   13.950805   41.663872    0.500000  0.481481   NaN"
15,resnet18_5_0.01_0.3_modified_True,resnet18,modified,true,0.01,1,0.515,5.0,0.45,0.3,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    8.343119    15.167471        0.50  0.420   NaN
1      1   60.984306   173.094711        0.55  0.540   NaN
2      2  113.131119  1344.961914        0.55  0.450   NaN
3      3  124.978188  1191.695190        0.45  0.470   NaN
4      4  125.785545  8997.580078        0.45  0.515   NaN"
16,resnet18_5_0.01_0.3_modified_True,resnet18,modified,true,0.01,2,0.65,5.0,0.4,0.3,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    5.662111  158.996460         0.5   0.55   NaN
1      1   91.933212  149.254242         0.6   0.40   NaN
2      2  161.043777   91.380753         0.5   0.55   NaN
3      3  164.124100  125.093430         0.5   0.54   NaN
4      4  139.529037   36.634853         0.4   0.65   NaN"
17,resnet18_5_0.01_0.3_modified_True,resnet18,modified,true,0.01,3,0.765432,5.0,0.333333,0.3,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    8.200029    275.710632    0.500000  0.500000   NaN
1      1   82.169823    644.954346    0.444444  0.611111   NaN
2      2  118.202065  29167.058594    0.555556  0.395062   NaN
3      3  124.748505     19.900858    0.277778  0.716049   NaN
4      4  125.981842     28.382195    0.333333  0.765432   NaN"
18,resnet18_5_0.01_0.3_modified_True,resnet18,modified,true,0.01,4,0.512346,5.0,0.44444399999999995,0.3,"   epoch  train_loss   valid_loss  error_rate     AUROC  time
0      0    4.979874   100.538223    0.500000  0.500000   NaN
1      1   64.400787  4136.849609    0.555556  0.444444   NaN
2      2  124.155220   192.038513    0.500000  0.555556   NaN
3      3  138.786682   115.043564    0.500000  0.500000   NaN
4      4  129.782501    21.964481    0.444444  0.512346   NaN"
19,resnet18_5_0.01_0.3_modified_True,resnet18,modified,true,0.01,5,0.320988,5.0,0.611111,0.3,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    4.707684    111.285866    0.500000  0.500000   NaN
1      1   83.901100   3266.375488    0.388889  0.611111   NaN
2      2  133.995422    106.447723    0.500000  0.512346   NaN
3      3  138.730057    521.005005    0.444444  0.530864   NaN
4      4  109.322182  10228.890625    0.611111  0.320988   NaN"
20,resnet18_7_0.01_0.01_modified_True,resnet18,modified,true,0.01,1,0.59,7.0,0.5,0.01,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.059676    0.632701        0.25   0.72   NaN
1      1    1.113997    0.813995        0.30   0.59   NaN
2      2    1.160949    1.019705        0.45   0.81   NaN
3      3    1.304446    2.656856        0.50   0.35   NaN
4      4    1.294118    1.136772        0.65   0.44   NaN
5      5    1.106550    1.461662        0.60   0.38   NaN
6      6    1.301578    1.565805        0.50   0.59   NaN"
21,resnet18_7_0.01_0.01_modified_True,resnet18,modified,true,0.01,2,0.55,7.0,0.5,0.01,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.010509    1.067269        0.55   0.39   NaN
1      1    1.018104    2.126315        0.50   0.55   NaN
2      2    1.177559    1.142820        0.40   0.48   NaN
3      3    1.323941    1.351051        0.45   0.65   NaN
4      4    1.260300    0.994206        0.50   0.49   NaN
5      5    1.108533    0.854298        0.40   0.64   NaN
6      6    1.188434    0.943582        0.50   0.55   NaN"
22,resnet18_7_0.01_0.01_modified_True,resnet18,modified,true,0.01,3,0.43209899999999996,7.0,0.611111,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.793419    1.115968    0.611111  0.382716   NaN
1      1    0.982531    1.133557    0.388889  0.543210   NaN
2      2    1.403053    1.157868    0.500000  0.555556   NaN
3      3    1.407924    2.281478    0.500000  0.506173   NaN
4      4    1.395293    0.801992    0.555556  0.530864   NaN
5      5    1.299076    1.071728    0.722222  0.296296   NaN
6      6    1.168882    0.812831    0.611111  0.432099   NaN"
23,resnet18_7_0.01_0.01_modified_True,resnet18,modified,true,0.01,4,0.358025,7.0,0.611111,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.931726    0.780241    0.277778  0.666667   NaN
1      1    0.878727    1.758070    0.444444  0.604938   NaN
2      2    1.084045    0.962724    0.444444  0.604938   NaN
3      3    1.302294    1.785475    0.777778  0.098765   NaN
4      4    1.266712    1.457146    0.611111  0.234568   NaN
5      5    1.146340    1.319290    0.611111  0.358025   NaN
6      6    1.011975    1.230796    0.611111  0.358025   NaN"
24,resnet18_7_0.01_0.01_modified_True,resnet18,modified,true,0.01,5,0.666667,7.0,0.5,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.988186    0.981446    0.500000  0.444444   NaN
1      1    1.072549    1.628693    0.500000  0.444444   NaN
2      2    1.098480    1.194436    0.388889  0.604938   NaN
3      3    1.183087    1.362724    0.500000  0.395062   NaN
4      4    1.490089    2.304289    0.500000  0.320988   NaN
5      5    1.454574    1.191384    0.444444  0.567901   NaN
6      6    1.275411    0.862047    0.500000  0.666667   NaN"
25,resnet18_7_0.01_0.03_modified_True,resnet18,modified,true,0.01,1,0.37,7.0,0.7,0.03,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.855900    1.775063        0.65  0.400   NaN
1      1    1.781651    2.749399        0.50  0.550   NaN
2      2    3.330242    8.096361        0.60  0.310   NaN
3      3    3.200549    4.938208        0.65  0.420   NaN
4      4    2.968173   11.080469        0.35  0.695   NaN
5      5    2.635877   22.621424        0.65  0.260   NaN
6      6    2.514731   41.782688        0.70  0.370   NaN"
26,resnet18_7_0.01_0.03_modified_True,resnet18,modified,true,0.01,2,0.62,7.0,0.4,0.03,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.080518    3.483358        0.60  0.370   NaN
1      1    2.055591    2.116370        0.45  0.700   NaN
2      2    2.766191    4.479598        0.40  0.725   NaN
3      3    3.216007    2.695806        0.45  0.490   NaN
4      4    3.103564    2.524508        0.50  0.400   NaN
5      5    2.860284    1.160135        0.55  0.430   NaN
6      6    2.744914    0.838180        0.40  0.620   NaN"
27,resnet18_7_0.01_0.03_modified_True,resnet18,modified,true,0.01,3,0.641975,7.0,0.44444399999999995,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.514965    2.053454    0.555556  0.333333   NaN
1      1    1.989254    1.000380    0.555556  0.407407   NaN
2      2    2.649575    6.319849    0.500000  0.543210   NaN
3      3    3.317474    1.309255    0.500000  0.518519   NaN
4      4    2.695884    1.946426    0.388889  0.666667   NaN
5      5    2.605979    1.307110    0.388889  0.728395   NaN
6      6    2.421147    1.022880    0.444444  0.641975   NaN"
28,resnet18_7_0.01_0.03_modified_True,resnet18,modified,true,0.01,4,0.549383,7.0,0.44444399999999995,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.247620    1.901209    0.555556  0.395062   NaN
1      1    1.691637    3.126147    0.500000  0.296296   NaN
2      2    2.261446    8.424739    0.500000  0.253086   NaN
3      3    2.739201    6.258165    0.611111  0.395062   NaN
4      4    2.858732    3.877475    0.500000  0.345679   NaN
5      5    2.698978    2.962092    0.444444  0.395062   NaN
6      6    2.511019    4.642853    0.444444  0.549383   NaN"
29,resnet18_7_0.01_0.03_modified_True,resnet18,modified,true,0.01,5,0.555556,7.0,0.333333,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.461260    2.744241    0.777778  0.098765   NaN
1      1    1.559332    6.725151    0.500000  0.654321   NaN
2      2    2.126356   11.366485    0.555556  0.555556   NaN
3      3    2.548435    7.452094    0.555556  0.364198   NaN
4      4    3.035153    6.311645    0.555556  0.543210   NaN
5      5    3.174216    2.333895    0.500000  0.481481   NaN
6      6    2.346745    8.724224    0.333333  0.555556   NaN"
30,resnet18_7_0.01_0.1_modified_True,resnet18,modified,true,0.01,1,0.2,7.0,0.75,0.1,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    1.911249     4.085066        0.50  0.430   NaN
1      1    6.249862    13.274663        0.60  0.360   NaN
2      2   13.306763   129.536713        0.60  0.400   NaN
3      3   17.958996    65.829628        0.40  0.515   NaN
4      4   19.452520   326.942017        0.65  0.275   NaN
5      5   15.943689   755.904541        0.85  0.170   NaN
6      6   13.195586  1131.075195        0.75  0.200   NaN"
31,resnet18_7_0.01_0.1_modified_True,resnet18,modified,true,0.01,2,0.68,7.0,0.4,0.1,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.643495    2.307442        0.65   0.26   NaN
1      1    5.886005    5.378346        0.45   0.59   NaN
2      2   13.123991   71.707375        0.50   0.50   NaN
3      3   20.401052   13.110736        0.45   0.55   NaN
4      4   20.585903   30.920727        0.45   0.54   NaN
5      5   16.275238    2.712633        0.45   0.69   NaN
6      6   13.187300    2.139560        0.40   0.68   NaN"
32,resnet18_7_0.01_0.1_modified_True,resnet18,modified,true,0.01,3,0.48148100000000005,7.0,0.44444399999999995,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    2.200405    6.972771    0.611111  0.234568   NaN
1      1    6.679084   65.785439    0.500000  0.444444   NaN
2      2   13.225153   47.342541    0.555556  0.444444   NaN
3      3   15.642414   53.774490    0.500000  0.580247   NaN
4      4   16.218056   30.673475    0.500000  0.296296   NaN
5      5   13.683808   26.418741    0.500000  0.395062   NaN
6      6   13.701043   16.792711    0.444444  0.481481   NaN"
33,resnet18_7_0.01_0.1_modified_True,resnet18,modified,true,0.01,4,0.425926,7.0,0.5,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.674127   19.988722    0.500000  0.691358   NaN
1      1    7.666012    6.285764    0.555556  0.481481   NaN
2      2   15.569264   61.294338    0.500000  0.500000   NaN
3      3   20.944794  221.790497    0.500000  0.222222   NaN
4      4   23.576305   16.497704    0.500000  0.358025   NaN
5      5   20.176170   16.839808    0.388889  0.481481   NaN
6      6   16.932117   20.920065    0.500000  0.425926   NaN"
34,resnet18_7_0.01_0.1_modified_True,resnet18,modified,true,0.01,5,0.44444399999999995,7.0,0.5,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.715954    4.820623    0.611111  0.432099   NaN
1      1    9.153545   14.930305    0.500000  0.388889   NaN
2      2   18.873999   49.535599    0.500000  0.567901   NaN
3      3   21.786011   30.186741    0.500000  0.469136   NaN
4      4   20.701815   31.446672    0.500000  0.629630   NaN
5      5   14.832522   50.036404    0.555556  0.543210   NaN
6      6   12.666406   17.857712    0.500000  0.444444   NaN"
35,resnet18_7_0.01_0.3_modified_True,resnet18,modified,true,0.01,1,0.56,7.0,0.45,0.3,"   epoch  train_loss    valid_loss  error_rate  AUROC  time
0      0    3.931743     41.127937        0.50  0.610   NaN
1      1   51.517288     81.797447        0.60  0.485   NaN
2      2  139.724121    421.158752        0.50  0.500   NaN
3      3  167.675018  18071.228516        0.55  0.450   NaN
4      4  149.772034   1719.759399        0.40  0.600   NaN
5      5  118.768150   8358.734375        0.50  0.500   NaN
6      6   89.655609    290.531952        0.45  0.560   NaN"
36,resnet18_7_0.01_0.3_modified_True,resnet18,modified,true,0.01,2,0.43,7.0,0.5,0.3,"   epoch  train_loss    valid_loss  error_rate  AUROC  time
0      0    4.274400     23.870592        0.50  0.240   NaN
1      1   37.850914  56522.992188        0.50  0.500   NaN
2      2  126.585518   2006.681641        0.50  0.500   NaN
3      3  162.036591    896.037598        0.35  0.635   NaN
4      4  159.895279    200.603806        0.50  0.500   NaN
5      5  181.711746     21.868336        0.30  0.760   NaN
6      6  131.096436   2940.770020        0.50  0.430   NaN"
37,resnet18_7_0.01_0.3_modified_True,resnet18,modified,true,0.01,3,0.388889,7.0,0.555556,0.3,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    4.336355     13.207533    0.333333  0.777778   NaN
1      1   38.539333     51.239403    0.333333  0.666667   NaN
2      2  123.316071    503.761353    0.388889  0.611111   NaN
3      3  147.586166     87.735519    0.500000  0.500000   NaN
4      4  144.965576    139.902954    0.611111  0.432099   NaN
5      5  115.011230     32.646313    0.388889  0.666667   NaN
6      6  108.247681  47122.339844    0.555556  0.388889   NaN"
38,resnet18_7_0.01_0.3_modified_True,resnet18,modified,true,0.01,4,0.32716,7.0,0.611111,0.3,"   epoch  train_loss     valid_loss  error_rate     AUROC  time
0      0    3.498678       9.744657    0.500000  0.530864   NaN
1      1   27.561974  223566.500000    0.500000  0.500000   NaN
2      2  103.995041     945.148132    0.500000  0.500000   NaN
3      3  153.687210    5826.293945    0.666667  0.333333   NaN
4      4  169.142212     119.867203    0.500000  0.500000   NaN
5      5  151.721100   12431.812500    0.500000  0.438272   NaN
6      6  130.315826   83330.148438    0.611111  0.327160   NaN"
39,resnet18_7_0.01_0.3_modified_True,resnet18,modified,true,0.01,5,0.320988,7.0,0.666667,0.3,"   epoch  train_loss     valid_loss  error_rate     AUROC  time
0      0    3.605631      56.643929    0.500000  0.506173   NaN
1      1   30.451033  118274.914062    0.500000  0.500000   NaN
2      2  127.746933     329.577545    0.500000  0.500000   NaN
3      3  148.743927   10722.379883    0.500000  0.444444   NaN
4      4  164.841293     842.014709    0.555556  0.444444   NaN
5      5  152.212006   10801.818359    0.611111  0.444444   NaN
6      6  120.960724   35915.570312    0.666667  0.320988   NaN"
40,resnet18_9_0.01_0.01_modified_True,resnet18,modified,true,0.01,1,0.49,9.0,0.5,0.01,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.949673    0.754069        0.35   0.66   NaN
1      1    0.983285    0.677068        0.30   0.71   NaN
2      2    1.128845    1.161221        0.60   0.38   NaN
3      3    1.186806    1.596311        0.60   0.31   NaN
4      4    1.261674    1.463223        0.40   0.46   NaN
5      5    1.318963    1.421745        0.65   0.35   NaN
6      6    1.371955    0.812620        0.35   0.64   NaN
7      7    1.237848    0.920144        0.40   0.61   NaN
8      8    1.099359    0.928226        0.50   0.49   NaN"
41,resnet18_9_0.01_0.01_modified_True,resnet18,modified,true,0.01,2,0.5,9.0,0.6,0.01,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.985936    1.101452        0.55   0.43   NaN
1      1    1.052680    1.045380        0.35   0.61   NaN
2      2    1.137875    1.089343        0.35   0.69   NaN
3      3    1.246647    1.917574        0.45   0.42   NaN
4      4    1.362439    1.487507        0.55   0.55   NaN
5      5    1.342981    2.112436        0.50   0.22   NaN
6      6    1.293300    1.051978        0.50   0.53   NaN
7      7    1.155978    0.971899        0.50   0.51   NaN
8      8    1.351930    0.956804        0.60   0.50   NaN"
42,resnet18_9_0.01_0.01_modified_True,resnet18,modified,true,0.01,3,0.296296,9.0,0.666667,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.040720    1.034379    0.555556  0.481481   NaN
1      1    1.138348    1.003251    0.333333  0.641975   NaN
2      2    1.063199    1.448916    0.444444  0.506173   NaN
3      3    1.363358    1.362554    0.500000  0.641975   NaN
4      4    1.388695    1.727783    0.611111  0.358025   NaN
5      5    1.440737    0.825639    0.555556  0.481481   NaN
6      6    1.284123    0.874560    0.444444  0.617284   NaN
7      7    1.200603    0.928221    0.666667  0.296296   NaN
8      8    1.161123    1.110003    0.666667  0.296296   NaN"
43,resnet18_9_0.01_0.01_modified_True,resnet18,modified,true,0.01,4,0.419753,9.0,0.555556,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.011751    1.531447    0.555556  0.370370   NaN
1      1    1.132283    1.457264    0.555556  0.444444   NaN
2      2    1.227901    2.285569    0.555556  0.456790   NaN
3      3    1.370104    1.884786    0.500000  0.320988   NaN
4      4    1.319431    0.652514    0.388889  0.728395   NaN
5      5    1.254335    1.334318    0.500000  0.358025   NaN
6      6    1.182464    0.933276    0.500000  0.382716   NaN
7      7    1.193723    1.142211    0.611111  0.382716   NaN
8      8    1.176092    1.002393    0.555556  0.419753   NaN"
44,resnet18_9_0.01_0.01_modified_True,resnet18,modified,true,0.01,5,0.407407,9.0,0.5,0.01,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.985930    0.933502    0.611111  0.407407   NaN
1      1    1.096276    1.290948    0.555556  0.407407   NaN
2      2    1.233744    1.330842    0.500000  0.555556   NaN
3      3    1.267501    1.653732    0.722222  0.222222   NaN
4      4    1.401537    1.486502    0.666667  0.358025   NaN
5      5    1.404289    2.036142    0.444444  0.530864   NaN
6      6    1.361521    1.310036    0.500000  0.382716   NaN
7      7    1.276313    1.590807    0.611111  0.493827   NaN
8      8    1.128525    1.412976    0.500000  0.407407   NaN"
45,resnet18_9_0.01_0.03_modified_True,resnet18,modified,true,0.01,1,0.61,9.0,0.45,0.03,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.996283    1.034824        0.40   0.59   NaN
1      1    1.231367    1.782483        0.45   0.51   NaN
2      2    2.483358    2.200726        0.60   0.49   NaN
3      3    2.642210    2.595446        0.40   0.62   NaN
4      4    3.496051    4.992706        0.50   0.55   NaN
5      5    3.638144    3.419406        0.45   0.56   NaN
6      6    3.410454    6.782392        0.50   0.71   NaN
7      7    2.587934    5.109945        0.45   0.58   NaN
8      8    2.433690    5.222291        0.45   0.61   NaN"
46,resnet18_9_0.01_0.03_modified_True,resnet18,modified,true,0.01,2,0.2,9.0,0.7,0.03,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.353867    0.962068        0.40  0.660   NaN
1      1    1.473075    1.874914        0.50  0.490   NaN
2      2    2.152634   12.048368        0.50  0.355   NaN
3      3    3.395617    2.682887        0.40  0.580   NaN
4      4    4.201681    6.114989        0.65  0.420   NaN
5      5    3.543700    4.571713        0.55  0.340   NaN
6      6    3.293227    1.368531        0.60  0.260   NaN
7      7    2.640670    2.397461        0.65  0.370   NaN
8      8    2.376805    2.214386        0.70  0.200   NaN"
47,resnet18_9_0.01_0.03_modified_True,resnet18,modified,true,0.01,3,0.530864,9.0,0.5,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.051549    1.172787    0.277778  0.629630   NaN
1      1    1.365840    1.802055    0.444444  0.604938   NaN
2      2    2.220728   18.134626    0.500000  0.506173   NaN
3      3    2.952183    2.402126    0.444444  0.543210   NaN
4      4    3.880614    5.725378    0.500000  0.475309   NaN
5      5    3.197236    2.421072    0.333333  0.716049   NaN
6      6    2.681209    1.108518    0.444444  0.444444   NaN
7      7    2.298008    3.399320    0.611111  0.308642   NaN
8      8    1.843538    0.951411    0.500000  0.530864   NaN"
48,resnet18_9_0.01_0.03_modified_True,resnet18,modified,true,0.01,4,0.296296,9.0,0.555556,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.112918    1.122286    0.388889  0.617284   NaN
1      1    1.386951    5.259690    0.555556  0.469136   NaN
2      2    1.841912   10.645816    0.500000  0.419753   NaN
3      3    2.666593    4.389189    0.388889  0.493827   NaN
4      4    3.314622    1.895971    0.666667  0.407407   NaN
5      5    3.490322    4.791210    0.500000  0.500000   NaN
6      6    2.973124    1.721894    0.722222  0.308642   NaN
7      7    2.674859    2.128268    0.555556  0.382716   NaN
8      8    2.406481    2.256024    0.555556  0.296296   NaN"
49,resnet18_9_0.01_0.03_modified_True,resnet18,modified,true,0.01,5,0.290123,9.0,0.611111,0.03,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.827077    1.823452    0.444444  0.444444   NaN
1      1    1.088685    2.410486    0.500000  0.395062   NaN
2      2    2.328938   10.741130    0.500000  0.506173   NaN
3      3    3.231088   16.928759    0.444444  0.456790   NaN
4      4    3.346587    6.774912    0.500000  0.493827   NaN
5      5    3.603150   16.492666    0.333333  0.777778   NaN
6      6    3.242991    6.545693    0.611111  0.333333   NaN
7      7    3.057605    4.307729    0.611111  0.370370   NaN
8      8    3.007811   16.435896    0.611111  0.290123   NaN"
50,resnet18_9_0.01_0.1_modified_True,resnet18,modified,true,0.01,1,0.44,9.0,0.65,0.1,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.734415   13.888990        0.50  0.310   NaN
1      1    3.474905    8.698112        0.50  0.435   NaN
2      2   13.259408   32.774410        0.50  0.500   NaN
3      3   18.914227  139.887146        0.55  0.450   NaN
4      4   22.691397   92.748985        0.55  0.530   NaN
5      5   17.750330  251.812180        0.70  0.310   NaN
6      6   19.308495   66.670273        0.70  0.275   NaN
7      7   17.099440  427.485291        0.75  0.350   NaN
8      8   13.689833   14.281034        0.65  0.440   NaN"
