,test_name,model_arch,transforms,normalized,weight_decay,split_num,AUROC,epoch,error_rate,lr,train_df
175,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,176,0.49,7.0,0.5,0.1,"   epoch  train_loss    valid_loss  error_rate  AUROC  time
0      0    1.174291      2.937476         0.5   0.57   NaN
1      1    1.380316  17958.697266         0.5   0.50   NaN
2      2    1.428121      3.950422         0.5   0.70   NaN
3      3    1.532282      2.753869         0.5   0.41   NaN
4      4    1.196141      1.502670         0.5   0.56   NaN
5      5    1.002695      0.717256         0.5   0.38   NaN
6      6    0.845243      0.704540         0.5   0.49   NaN"
176,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,177,0.41,7.0,0.6,0.1,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.674086    8.700378        0.50   0.40   NaN
1      1    1.355254    1.276699        0.50   0.45   NaN
2      2    1.271925  203.446686        0.50   0.50   NaN
3      3    1.217541    1.343984        0.50   0.47   NaN
4      4    1.034448    0.688736        0.45   0.59   NaN
5      5    0.878140    0.692888        0.50   0.60   NaN
6      6    0.783205    0.716104        0.60   0.41   NaN"
177,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,178,0.46913599999999994,7.0,0.611111,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.440238    1.253266    0.500000  0.419753   NaN
1      1    1.240273    0.694580    0.500000  0.567901   NaN
2      2    1.140731    1.421624    0.500000  0.740741   NaN
3      3    1.173870    0.833656    0.500000  0.358025   NaN
4      4    1.004199    0.680882    0.444444  0.641975   NaN
5      5    0.863347    0.695524    0.500000  0.765432   NaN
6      6    0.776215    0.818030    0.611111  0.469136   NaN"
178,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,179,0.419753,7.0,0.44444399999999995,0.1,"   epoch  train_loss   valid_loss  error_rate     AUROC  time
0      0    1.404255     1.585268    0.500000  0.518519   NaN
1      1    1.190949     1.089073    0.500000  0.580247   NaN
2      2    1.438595  2015.449463    0.500000  0.500000   NaN
3      3    1.234301     6.955795    0.500000  0.462963   NaN
4      4    1.000823     0.694407    0.500000  0.592593   NaN
5      5    0.884163     0.694095    0.666667  0.456790   NaN
6      6    0.788719     0.702810    0.444444  0.419753   NaN"
179,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,180,0.604938,7.0,0.388889,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.110809    1.109560    0.555556  0.469136   NaN
1      1    1.261911    0.711333    0.500000  0.679012   NaN
2      2    1.559814    1.249593    0.500000  0.481481   NaN
3      3    1.534680    1.654727    0.500000  0.518519   NaN
4      4    1.220793    0.718719    0.500000  0.530864   NaN
5      5    0.941542    0.693928    0.500000  0.592593   NaN
6      6    0.828609    0.672648    0.388889  0.604938   NaN"
180,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,181,0.76,7.0,0.4,0.1,"   epoch  train_loss    valid_loss  error_rate  AUROC  time
0      0    1.218470      0.874686        0.50   0.44   NaN
1      1    1.299896     91.720856        0.50   0.50   NaN
2      2    1.586044  14162.179688        0.50   0.50   NaN
3      3    1.463862      1.503400        0.50   0.47   NaN
4      4    1.150207      0.690338        0.55   0.55   NaN
5      5    0.936846      0.695256        0.50   0.58   NaN
6      6    0.806615      0.682407        0.40   0.76   NaN"
181,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,182,0.79,7.0,0.45,0.1,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    1.126567     0.814730        0.60   0.40   NaN
1      1    1.085314     0.770087        0.50   0.31   NaN
2      2    1.325771  1541.187744        0.50   0.50   NaN
3      3    1.311202     0.855607        0.50   0.27   NaN
4      4    1.057632     0.685665        0.45   0.59   NaN
5      5    0.874630     0.720255        0.50   0.35   NaN
6      6    0.784860     0.675064        0.45   0.79   NaN"
182,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,183,0.296296,7.0,0.44444399999999995,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.372445    4.172042    0.500000  0.283951   NaN
1      1    1.441694    4.128025    0.500000  0.308642   NaN
2      2    1.490698    0.761164    0.500000  0.481481   NaN
3      3    1.380347    0.769251    0.500000  0.506173   NaN
4      4    1.047077    0.698394    0.500000  0.333333   NaN
5      5    0.873972    0.732614    0.500000  0.345679   NaN
6      6    0.783742    0.708848    0.444444  0.296296   NaN"
183,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,184,0.407407,7.0,0.555556,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.000780    1.712751    0.500000  0.617284   NaN
1      1    1.261892   20.622593    0.500000  0.555556   NaN
2      2    1.625877   13.052296    0.500000  0.500000   NaN
3      3    1.388975    1.256171    0.500000  0.419753   NaN
4      4    1.088081    2.547154    0.500000  0.456790   NaN
5      5    0.881404    0.703490    0.500000  0.506173   NaN
6      6    0.806465    0.724942    0.555556  0.407407   NaN"
184,resnet18_7_1_0.1_modified_True,resnet18,modified,true,1,185,0.22222199999999998,7.0,0.666667,0.1,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.448160    0.721270    0.444444  0.518519   NaN
1      1    1.343342  357.852203    0.500000  0.500000   NaN
2      2    1.753104    0.836583    0.500000  0.555556   NaN
3      3    1.389685    0.869548    0.500000  0.530864   NaN
4      4    1.047856    0.793560    0.500000  0.469136   NaN
5      5    0.884336    0.736657    0.555556  0.320988   NaN
6      6    0.782347    0.765634    0.666667  0.222222   NaN"
