,test_name,model_arch,transforms,normalized,weight_decay,split_num,train_df,AUROC_8,AUROC_9,error_rate_8,error_rate_9
10,resnet18_1_none_False,resnet18,none,False,1,11,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.128971    0.860986        0.60   0.44   NaN
1      1    1.002329    0.791070        0.50   0.54   NaN
2      2    0.846436    0.879310        0.50   0.45   NaN
3      3    0.742522    0.822415        0.50   0.55   NaN
4      4    0.723033    1.009315        0.65   0.29   NaN
5      5    0.745978    0.806905        0.60   0.42   NaN
6      6    0.694334    0.739579        0.55   0.51   NaN
7      7    0.690377    0.765619        0.55   0.45   NaN
8      8    0.690489    0.814415        0.50   0.41   NaN",0.45,0.41,0.55,0.5
11,resnet18_1_none_False,resnet18,none,False,1,12,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.757909    0.583714        0.45   0.79   NaN
1      1    0.866108    0.807215        0.40   0.57   NaN
2      2    0.829342    0.715755        0.40   0.59   NaN
3      3    0.793688    0.726652        0.50   0.52   NaN
4      4    0.751998    0.652413        0.35   0.62   NaN
5      5    0.766266    0.701498        0.65   0.40   NaN
6      6    0.697626    0.704249        0.45   0.42   NaN
7      7    0.668826    0.689510        0.55   0.50   NaN
8      8    0.640709    0.708207        0.60   0.46   NaN",0.5,0.46,0.55,0.6
12,resnet18_1_none_False,resnet18,none,False,1,13,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.823971    0.749947    0.388889  0.493827   NaN
1      1    0.786080    0.804376    0.500000  0.506173   NaN
2      2    0.749470    0.744546    0.500000  0.617284   NaN
3      3    0.725585    0.730693    0.555556  0.506173   NaN
4      4    0.716556    0.690236    0.388889  0.555556   NaN
5      5    0.702739    0.691848    0.333333  0.592593   NaN
6      6    0.655858    0.670793    0.333333  0.604938   NaN
7      7    0.665916    0.677547    0.333333  0.629630   NaN
8      8    0.664497    0.675456    0.277778  0.629630   NaN",0.62963,0.62963,0.333333,0.277778
13,resnet18_1_none_False,resnet18,none,False,1,14,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.940541    0.751390    0.333333  0.530864   NaN
1      1    0.945101    1.079427    0.555556  0.444444   NaN
2      2    0.785312    0.831089    0.611111  0.382716   NaN
3      3    0.780296    0.898721    0.555556  0.358025   NaN
4      4    0.765139    0.836071    0.500000  0.395062   NaN
5      5    0.778771    0.780128    0.444444  0.456790   NaN
6      6    0.739578    0.782077    0.500000  0.432099   NaN
7      7    0.678580    0.777571    0.500000  0.407407   NaN
8      8    0.655277    0.796692    0.555556  0.370370   NaN",0.407407,0.37037,0.5,0.555556
14,resnet18_1_none_False,resnet18,none,False,1,15,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.196781    0.810234    0.500000  0.481481   NaN
1      1    1.007738    0.948214    0.555556  0.444444   NaN
2      2    0.812973    0.789172    0.500000  0.580247   NaN
3      3    0.757082    0.856782    0.666667  0.358025   NaN
4      4    0.736627    0.747069    0.555556  0.506173   NaN
5      5    0.733180    0.758354    0.555556  0.493827   NaN
6      6    0.715752    0.737839    0.444444  0.506173   NaN
7      7    0.667100    0.736136    0.500000  0.555556   NaN
8      8    0.676872    0.764122    0.444444  0.469136   NaN",0.555556,0.46913599999999994,0.5,0.44444399999999995
15,resnet18_1_none_False,resnet18,none,False,1,16,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.958602    0.786243        0.40   0.46   NaN
1      1    0.889108    1.001731        0.50   0.48   NaN
2      2    0.849386    0.907613        0.55   0.49   NaN
3      3    0.783355    0.874775        0.55   0.37   NaN
4      4    0.714738    0.733667        0.60   0.45   NaN
5      5    0.702382    0.709652        0.50   0.51   NaN
6      6    0.666260    0.733216        0.50   0.51   NaN
7      7    0.667856    0.727154        0.60   0.56   NaN
8      8    0.706064    0.717576        0.45   0.48   NaN",0.56,0.48,0.6,0.45
16,resnet18_1_none_False,resnet18,none,False,1,17,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.960338    0.643944        0.40   0.70   NaN
1      1    0.934885    0.868428        0.60   0.49   NaN
2      2    0.902959    0.820085        0.40   0.54   NaN
3      3    0.825312    0.771101        0.50   0.51   NaN
4      4    0.774873    0.812234        0.55   0.39   NaN
5      5    0.723437    0.766015        0.55   0.47   NaN
6      6    0.699058    0.731246        0.55   0.48   NaN
7      7    0.669526    0.782187        0.60   0.43   NaN
8      8    0.638602    0.767314        0.55   0.44   NaN",0.43,0.44,0.6,0.55
17,resnet18_1_none_False,resnet18,none,False,1,18,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.907294    0.885945    0.500000  0.395062   NaN
1      1    0.835484    0.902705    0.555556  0.419753   NaN
2      2    0.777237    0.662352    0.333333  0.629630   NaN
3      3    0.738943    0.713631    0.444444  0.543210   NaN
4      4    0.760414    0.762220    0.555556  0.444444   NaN
5      5    0.729066    0.691915    0.500000  0.703704   NaN
6      6    0.709700    0.681470    0.444444  0.666667   NaN
7      7    0.667818    0.673805    0.333333  0.666667   NaN
8      8    0.687756    0.675395    0.388889  0.629630   NaN",0.666667,0.62963,0.333333,0.388889
18,resnet18_1_none_False,resnet18,none,False,1,19,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.951259    0.637060    0.388889  0.691358   NaN
1      1    0.871112    0.789962    0.388889  0.530864   NaN
2      2    0.851142    0.743893    0.555556  0.604938   NaN
3      3    0.813162    0.740073    0.444444  0.592593   NaN
4      4    0.713783    0.714241    0.444444  0.703704   NaN
5      5    0.647000    0.699937    0.444444  0.567901   NaN
6      6    0.619336    0.706754    0.500000  0.518519   NaN
7      7    0.662370    0.707800    0.555556  0.530864   NaN
8      8    0.635526    0.692822    0.611111  0.481481   NaN",0.530864,0.48148100000000005,0.555556,0.611111
19,resnet18_1_none_False,resnet18,none,False,1,20,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.885780    0.865802    0.555556  0.395062   NaN
1      1    0.843778    0.947433    0.666667  0.320988   NaN
2      2    0.804889    0.724704    0.277778  0.666667   NaN
3      3    0.799049    0.718356    0.444444  0.555556   NaN
4      4    0.771659    0.734148    0.444444  0.543210   NaN
5      5    0.718242    0.744840    0.555556  0.432099   NaN
6      6    0.637910    0.719058    0.500000  0.493827   NaN
7      7    0.649989    0.741238    0.500000  0.432099   NaN
8      8    0.634369    0.715317    0.500000  0.493827   NaN",0.43209899999999996,0.493827,0.5,0.5
20,resnet18_1_none_False,resnet18,none,False,1,21,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.949004    0.789615        0.50   0.50   NaN
1      1    0.807757    1.032008        0.65   0.31   NaN
2      2    0.865519    1.058018        0.65   0.31   NaN
3      3    0.783912    0.904867        0.65   0.33   NaN
4      4    0.736344    0.773325        0.55   0.46   NaN
5      5    0.710046    0.781964        0.50   0.42   NaN
6      6    0.666795    0.786027        0.60   0.30   NaN
7      7    0.680750    0.755993        0.60   0.38   NaN
8      8    0.684411    0.779596        0.45   0.39   NaN",0.38,0.39,0.6,0.45
21,resnet18_1_none_False,resnet18,none,False,1,22,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.952926    0.741527        0.55   0.53   NaN
1      1    0.832269    0.689215        0.40   0.65   NaN
2      2    0.741018    0.781846        0.60   0.43   NaN
3      3    0.724912    0.862045        0.55   0.47   NaN
4      4    0.760849    0.689061        0.45   0.56   NaN
5      5    0.706869    0.767991        0.60   0.35   NaN
6      6    0.676989    0.831240        0.55   0.36   NaN
7      7    0.656117    0.895550        0.65   0.27   NaN
8      8    0.637325    0.811448        0.60   0.36   NaN",0.27,0.36,0.65,0.6
22,resnet18_1_none_False,resnet18,none,False,1,23,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.909602    0.929588    0.666667  0.320988   NaN
1      1    0.839955    0.983228    0.555556  0.407407   NaN
2      2    0.794005    0.762759    0.388889  0.617284   NaN
3      3    0.769870    0.637403    0.444444  0.740741   NaN
4      4    0.773970    0.685848    0.444444  0.518519   NaN
5      5    0.712459    0.622730    0.388889  0.666667   NaN
6      6    0.646215    0.686735    0.388889  0.617284   NaN
7      7    0.623884    0.659467    0.444444  0.654321   NaN
8      8    0.634519    0.651544    0.333333  0.654321   NaN",0.654321,0.654321,0.44444399999999995,0.333333
23,resnet18_1_none_False,resnet18,none,False,1,24,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.989957    0.713185    0.444444  0.703704   NaN
1      1    0.885276    1.024069    0.611111  0.395062   NaN
2      2    0.818828    1.024334    0.500000  0.419753   NaN
3      3    0.797342    0.892893    0.555556  0.358025   NaN
4      4    0.756617    0.700486    0.555556  0.543210   NaN
5      5    0.724824    0.725852    0.444444  0.469136   NaN
6      6    0.688015    0.720801    0.444444  0.555556   NaN
7      7    0.675304    0.694619    0.500000  0.543210   NaN
8      8    0.649319    0.688927    0.555556  0.567901   NaN",0.5432100000000001,0.567901,0.5,0.555556
24,resnet18_1_none_False,resnet18,none,False,1,25,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.022128    0.685300    0.277778  0.641975   NaN
1      1    0.945350    0.982846    0.555556  0.320988   NaN
2      2    0.927799    0.880782    0.666667  0.197531   NaN
3      3    0.856162    0.800562    0.555556  0.283951   NaN
4      4    0.723070    0.890389    0.611111  0.234568   NaN
5      5    0.688933    0.853641    0.722222  0.185185   NaN
6      6    0.659289    0.818990    0.611111  0.222222   NaN
7      7    0.651539    0.838787    0.666667  0.135802   NaN
8      8    0.630466    0.830118    0.722222  0.271605   NaN",0.135802,0.27160500000000004,0.666667,0.722222
25,resnet18_1_none_False,resnet18,none,False,1,26,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.790346    0.743572        0.55   0.54   NaN
1      1    0.865897    0.885148        0.50   0.41   NaN
2      2    0.839561    0.821063        0.65   0.39   NaN
3      3    0.785865    0.827909        0.55   0.46   NaN
4      4    0.738260    0.743419        0.50   0.56   NaN
5      5    0.708819    0.783678        0.40   0.46   NaN
6      6    0.705071    0.783646        0.50   0.42   NaN
7      7    0.709050    0.769989        0.50   0.51   NaN
8      8    0.644296    0.735363        0.35   0.52   NaN",0.51,0.52,0.5,0.35
26,resnet18_1_none_False,resnet18,none,False,1,27,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.980100    0.758583        0.50   0.58   NaN
1      1    0.901508    0.761690        0.40   0.61   NaN
2      2    0.804197    0.815369        0.55   0.47   NaN
3      3    0.766096    0.875506        0.60   0.40   NaN
4      4    0.761762    0.828620        0.55   0.41   NaN
5      5    0.673737    0.814936        0.55   0.43   NaN
6      6    0.657466    0.816558        0.55   0.39   NaN
7      7    0.631542    0.797173        0.50   0.39   NaN
8      8    0.631878    0.790386        0.50   0.36   NaN",0.39,0.36,0.5,0.5
27,resnet18_1_none_False,resnet18,none,False,1,28,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.955475    0.771004    0.555556  0.592593   NaN
1      1    0.855077    0.685555    0.333333  0.666667   NaN
2      2    0.775683    0.783336    0.555556  0.456790   NaN
3      3    0.783503    0.800489    0.555556  0.506173   NaN
4      4    0.751840    0.716275    0.444444  0.481481   NaN
5      5    0.737740    0.663899    0.388889  0.740741   NaN
6      6    0.702006    0.669020    0.388889  0.679012   NaN
7      7    0.664594    0.674839    0.388889  0.604938   NaN
8      8    0.628784    0.700071    0.388889  0.567901   NaN",0.604938,0.567901,0.388889,0.388889
28,resnet18_1_none_False,resnet18,none,False,1,29,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.949931    0.834459    0.611111  0.345679   NaN
1      1    0.827584    0.661916    0.333333  0.641975   NaN
2      2    0.863369    0.729202    0.444444  0.555556   NaN
3      3    0.802110    0.635894    0.388889  0.753086   NaN
4      4    0.698730    0.801309    0.500000  0.481481   NaN
5      5    0.654160    0.830885    0.555556  0.296296   NaN
6      6    0.655091    0.770386    0.444444  0.395062   NaN
7      7    0.648693    0.821331    0.555556  0.370370   NaN
8      8    0.614497    0.838218    0.500000  0.333333   NaN",0.37037,0.333333,0.555556,0.5
29,resnet18_1_none_False,resnet18,none,False,1,30,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.982284    0.741931    0.611111  0.506173   NaN
1      1    0.873364    0.781725    0.444444  0.530864   NaN
2      2    0.819544    0.712740    0.388889  0.592593   NaN
3      3    0.817463    0.653497    0.500000  0.592593   NaN
4      4    0.766311    0.594105    0.388889  0.728395   NaN
5      5    0.682270    0.629726    0.388889  0.716049   NaN
6      6    0.690006    0.585899    0.388889  0.740741   NaN
7      7    0.640392    0.610105    0.388889  0.703704   NaN
8      8    0.651945    0.588167    0.333333  0.777778   NaN",0.703704,0.777778,0.388889,0.333333
30,resnet18_1_none_False,resnet18,none,False,1,31,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.750335    0.869900        0.55   0.42   NaN
1      1    0.823752    1.144870        0.70   0.33   NaN
2      2    0.845152    1.183728        0.75   0.13   NaN
3      3    0.745182    0.888144        0.65   0.30   NaN
4      4    0.739122    1.108157        0.80   0.14   NaN
5      5    0.691250    1.007553        0.60   0.30   NaN
6      6    0.678633    0.922819        0.80   0.21   NaN
7      7    0.640524    0.964863        0.70   0.25   NaN
8      8    0.626612    0.945092        0.75   0.19   NaN",0.25,0.19,0.7,0.75
31,resnet18_1_none_False,resnet18,none,False,1,32,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.020814    0.828328        0.60   0.39   NaN
1      1    0.875813    0.856277        0.55   0.39   NaN
2      2    0.867291    0.926594        0.75   0.27   NaN
3      3    0.814147    0.885499        0.70   0.21   NaN
4      4    0.772863    0.897204        0.65   0.19   NaN
5      5    0.724956    0.793428        0.55   0.39   NaN
6      6    0.693629    0.784130        0.55   0.49   NaN
7      7    0.660525    0.807303        0.55   0.46   NaN
8      8    0.653630    0.816904        0.45   0.39   NaN",0.46,0.39,0.55,0.45
32,resnet18_1_none_False,resnet18,none,False,1,33,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.851267    0.830092    0.555556  0.407407   NaN
1      1    0.889062    0.800946    0.555556  0.456790   NaN
2      2    0.760304    0.696618    0.444444  0.617284   NaN
3      3    0.757812    0.713530    0.388889  0.617284   NaN
4      4    0.746776    0.705290    0.500000  0.567901   NaN
5      5    0.694445    0.727563    0.500000  0.530864   NaN
6      6    0.680318    0.727802    0.611111  0.567901   NaN
7      7    0.675167    0.700735    0.444444  0.555556   NaN
8      8    0.621943    0.720532    0.500000  0.518519   NaN",0.555556,0.518519,0.44444399999999995,0.5
33,resnet18_1_none_False,resnet18,none,False,1,34,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.824503    0.869269    0.555556  0.506173   NaN
1      1    0.880939    0.904938    0.500000  0.456790   NaN
2      2    0.827894    0.816602    0.444444  0.419753   NaN
3      3    0.750413    0.874294    0.777778  0.259259   NaN
4      4    0.718528    0.914765    0.666667  0.283951   NaN
5      5    0.679815    0.801381    0.555556  0.308642   NaN
6      6    0.669036    0.877895    0.666667  0.308642   NaN
7      7    0.685766    0.859819    0.666667  0.308642   NaN
8      8    0.683959    0.845516    0.666667  0.320988   NaN",0.308642,0.320988,0.666667,0.666667
34,resnet18_1_none_False,resnet18,none,False,1,35,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.037041    0.663586    0.388889  0.666667   NaN
1      1    0.938422    0.733841    0.555556  0.530864   NaN
2      2    0.872288    0.811099    0.500000  0.555556   NaN
3      3    0.773660    0.698198    0.500000  0.592593   NaN
4      4    0.737156    0.780338    0.555556  0.407407   NaN
5      5    0.735692    0.674208    0.444444  0.629630   NaN
6      6    0.677014    0.634229    0.444444  0.691358   NaN
7      7    0.651150    0.631410    0.388889  0.691358   NaN
8      8    0.638525    0.615370    0.277778  0.728395   NaN",0.691358,0.728395,0.388889,0.277778
