,test_name,model_arch,transforms,normalized,weight_decay,split_num,AUROC_8,AUROC_9,error_rate_8,error_rate_9,train_df
78,resnet18_0.3_None_False,resnet18,None,False,0.3,4,0.0625,0.0,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.078016    0.907414       0.750  0.0000   NaN
1      1    0.899087    1.381290       0.750  0.0625   NaN
2      2    0.840452    1.473009       0.625  0.2500   NaN
3      3    0.805254    1.589021       0.750  0.0625   NaN
4      4    0.768471    1.538968       0.625  0.0625   NaN
5      5    0.728465    1.271034       0.625  0.0000   NaN
6      6    0.604668    1.329365       0.625  0.0000   NaN
7      7    0.621502    1.306178       0.500  0.0625   NaN
8      8    0.621408    1.388432       0.500  0.0000   NaN"
79,resnet18_0.3_None_False,resnet18,None,False,0.3,5,0.833333,0.75,0.28571399999999997,0.428571,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.057305    0.759308    0.285714  0.500000   NaN
1      1    1.045463    1.178473    0.714286  0.250000   NaN
2      2    0.949895    0.752463    0.428571  0.500000   NaN
3      3    0.841449    0.575856    0.285714  0.833333   NaN
4      4    0.837492    0.419254    0.285714  1.000000   NaN
5      5    0.716273    0.488129    0.285714  0.833333   NaN
6      6    0.753175    0.527962    0.285714  0.833333   NaN
7      7    0.699871    0.533420    0.285714  0.833333   NaN
8      8    0.705759    0.626167    0.428571  0.750000   NaN"
80,resnet18_0.3_modified_False,resnet18,modified,False,0.3,1,0.75,0.8125,0.375,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.954645    0.671269       0.500  0.6250   NaN
1      1    1.077978    0.902054       0.375  0.3125   NaN
2      2    1.028939    0.746917       0.625  0.5000   NaN
3      3    1.029457    0.803916       0.500  0.5000   NaN
4      4    0.928630    0.722803       0.375  0.7500   NaN
5      5    0.841791    0.549788       0.375  0.7500   NaN
6      6    0.841318    0.488783       0.250  0.8125   NaN
7      7    0.841256    0.556735       0.375  0.7500   NaN
8      8    0.782583    0.533518       0.375  0.8125   NaN"
81,resnet18_0.3_modified_False,resnet18,modified,False,0.3,2,0.5625,0.6875,0.625,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.180933    0.838787       0.750  0.4375   NaN
1      1    1.047083    0.983575       0.500  0.5000   NaN
2      2    1.002883    0.854368       0.500  0.5000   NaN
3      3    1.000338    0.760533       0.375  0.5000   NaN
4      4    1.014966    0.587692       0.375  0.7500   NaN
5      5    0.916081    0.802589       0.625  0.6250   NaN
6      6    0.833340    0.606593       0.625  0.6250   NaN
7      7    0.764520    0.720570       0.625  0.5625   NaN
8      8    0.733658    0.588297       0.500  0.6875   NaN"
82,resnet18_0.3_modified_False,resnet18,modified,False,0.3,3,0.75,0.75,0.25,0.25,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.984475    0.655780       0.375  0.6875   NaN
1      1    0.928684    0.742437       0.375  0.6875   NaN
2      2    1.089822    0.905408       0.375  0.5625   NaN
3      3    1.005967    0.747576       0.375  0.7500   NaN
4      4    0.981472    0.789936       0.500  0.6250   NaN
5      5    0.991213    0.652410       0.250  0.7500   NaN
6      6    1.016740    0.678601       0.250  0.6875   NaN
7      7    0.978128    0.663127       0.250  0.7500   NaN
8      8    0.930063    0.646513       0.250  0.7500   NaN"
83,resnet18_0.3_modified_False,resnet18,modified,False,0.3,4,0.6875,0.6875,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.833646    0.960962       0.500  0.1875   NaN
1      1    0.858310    0.936337       0.750  0.3750   NaN
2      2    0.874265    0.775100       0.500  0.5625   NaN
3      3    0.828678    0.773822       0.375  0.5625   NaN
4      4    0.866035    0.755114       0.250  0.5000   NaN
5      5    0.887338    0.813366       0.375  0.5625   NaN
6      6    0.833449    0.762265       0.250  0.6875   NaN
7      7    0.789743    0.704601       0.500  0.6875   NaN
8      8    0.826329    0.813114       0.500  0.6875   NaN"
84,resnet18_0.3_modified_False,resnet18,modified,False,0.3,5,0.416667,0.5,0.714286,0.428571,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.941344    0.743927    0.571429  0.416667   NaN
1      1    0.877791    0.618592    0.428571  0.666667   NaN
2      2    0.922362    0.821298    0.571429  0.833333   NaN
3      3    0.988794    1.024810    0.714286  0.416667   NaN
4      4    0.982667    0.820573    0.714286  0.500000   NaN
5      5    0.958608    0.886227    0.428571  0.500000   NaN
6      6    0.936724    0.903131    0.428571  0.500000   NaN
7      7    0.871436    1.049449    0.714286  0.416667   NaN
8      8    0.845577    0.880161    0.428571  0.500000   NaN"
85,resnet18_0.3_modified_False,resnet18,modified,False,0.3,1,0.1875,0.0625,0.625,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.639418    0.802356       0.500  0.5625   NaN
1      1    0.821337    1.224544       0.625  0.3125   NaN
2      2    0.883760    0.876153       0.500  0.5625   NaN
3      3    0.974320    0.967065       0.500  0.4375   NaN
4      4    1.003313    0.997721       0.625  0.1875   NaN
5      5    1.047752    0.898467       0.500  0.1875   NaN
6      6    0.955904    0.915613       0.500  0.3125   NaN
7      7    0.872145    1.104255       0.625  0.1875   NaN
8      8    0.836589    1.030324       0.625  0.0625   NaN"
86,resnet18_0.3_modified_False,resnet18,modified,False,0.3,2,0.25,0.25,0.625,0.75,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.914995    0.874587       0.750  0.3125   NaN
1      1    0.935579    0.970508       0.500  0.3125   NaN
2      2    0.833298    0.830146       0.625  0.5000   NaN
3      3    0.829155    1.133792       0.500  0.3750   NaN
4      4    0.843454    1.192412       0.750  0.3125   NaN
5      5    0.835600    1.120143       0.750  0.2500   NaN
6      6    0.823723    1.081720       0.750  0.3125   NaN
7      7    0.880107    1.019320       0.625  0.2500   NaN
8      8    0.816312    1.142227       0.750  0.2500   NaN"
87,resnet18_0.3_modified_False,resnet18,modified,False,0.3,3,0.8125,0.6875,0.125,0.25,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.791691    0.700641       0.500  0.6250   NaN
1      1    0.819032    0.733685       0.375  0.6875   NaN
2      2    0.765579    0.547436       0.250  0.7500   NaN
3      3    0.877936    0.537145       0.375  0.8125   NaN
4      4    0.924867    0.649407       0.500  0.7500   NaN
5      5    0.983181    0.546929       0.500  0.8125   NaN
6      6    1.035936    0.546670       0.250  0.7500   NaN
7      7    1.032103    0.572854       0.125  0.8125   NaN
8      8    0.948597    0.572440       0.250  0.6875   NaN"
88,resnet18_0.3_modified_False,resnet18,modified,False,0.3,4,0.5625,0.625,0.5,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.004506    0.689420       0.375  0.6875   NaN
1      1    1.015350    0.910607       0.500  0.5000   NaN
2      2    0.892405    0.860373       0.625  0.5625   NaN
3      3    0.820660    0.821213       0.250  0.5625   NaN
4      4    0.903842    0.867977       0.625  0.5625   NaN
5      5    0.919201    0.810066       0.500  0.5000   NaN
6      6    0.864141    0.806697       0.625  0.3125   NaN
7      7    0.905057    0.713199       0.500  0.5625   NaN
8      8    0.894222    0.691726       0.375  0.6250   NaN"
89,resnet18_0.3_modified_False,resnet18,modified,False,0.3,5,0.583333,0.5,0.428571,0.571429,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.844753    0.773359    0.714286  0.166667   NaN
1      1    0.884234    0.934228    0.571429  0.416667   NaN
2      2    0.911242    0.765925    0.428571  0.750000   NaN
3      3    0.953461    0.704653    0.428571  0.666667   NaN
4      4    0.930572    0.952779    0.571429  0.583333   NaN
5      5    0.925960    0.942794    0.571429  0.416667   NaN
6      6    0.919998    1.012161    0.571429  0.416667   NaN
7      7    0.909070    0.805275    0.428571  0.583333   NaN
8      8    0.859351    0.823311    0.571429  0.500000   NaN"
90,resnet18_0.5_None_True,resnet18,None,True,0.5,1,0.8125,0.8125,0.125,0.125,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.045421    0.561258       0.250  0.7500   NaN
1      1    0.883963    0.657186       0.250  0.7500   NaN
2      2    0.804421    0.656800       0.250  0.7500   NaN
3      3    0.779546    0.581619       0.250  0.8125   NaN
4      4    0.735247    0.541792       0.125  0.8125   NaN
5      5    0.665877    0.515692       0.125  0.8125   NaN
6      6    0.685523    0.534932       0.125  0.8125   NaN
7      7    0.608657    0.535785       0.125  0.8125   NaN
8      8    0.589928    0.554374       0.125  0.8125   NaN"
91,resnet18_0.5_None_True,resnet18,None,True,0.5,2,0.25,0.125,0.875,0.875,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.898462    1.045366       0.625  0.1875   NaN
1      1    1.057598    1.489650       0.750  0.1875   NaN
2      2    1.016246    1.791647       0.875  0.1875   NaN
3      3    0.883262    1.815341       0.750  0.1875   NaN
4      4    0.802775    1.618475       0.875  0.1250   NaN
5      5    0.803172    1.269705       0.875  0.1875   NaN
6      6    0.746891    1.207138       0.875  0.1875   NaN
7      7    0.688555    1.089123       0.875  0.2500   NaN
8      8    0.675366    1.180442       0.875  0.1250   NaN"
92,resnet18_0.5_None_True,resnet18,None,True,0.5,3,0.5625,0.625,0.375,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.005106    0.669613       0.250  0.6250   NaN
1      1    0.972368    0.771948       0.625  0.5000   NaN
2      2    0.913811    0.910251       0.375  0.5625   NaN
3      3    0.949707    0.823874       0.500  0.5625   NaN
4      4    0.889097    0.764071       0.375  0.6250   NaN
5      5    0.803783    0.690687       0.375  0.6875   NaN
6      6    0.717660    0.737996       0.375  0.6250   NaN
7      7    0.678448    0.804291       0.375  0.5625   NaN
8      8    0.740625    0.743070       0.375  0.6250   NaN"
93,resnet18_0.5_None_True,resnet18,None,True,0.5,4,0.375,0.375,0.75,0.75,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.826974    0.784299       0.250  0.7500   NaN
1      1    0.681906    1.060899       0.375  0.5625   NaN
2      2    0.701811    1.320634       0.625  0.6250   NaN
3      3    0.627406    1.064113       0.750  0.5000   NaN
4      4    0.657816    1.144027       0.625  0.3750   NaN
5      5    0.594415    1.113829       0.750  0.2500   NaN
6      6    0.654013    1.207848       0.625  0.2500   NaN
7      7    0.591139    1.142384       0.750  0.3750   NaN
8      8    0.605403    1.103802       0.750  0.3750   NaN"
94,resnet18_0.5_None_True,resnet18,None,True,0.5,5,0.333333,0.416667,0.571429,0.571429,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.873888    0.702544    0.571429  0.416667   NaN
1      1    0.846348    1.467968    0.714286  0.166667   NaN
2      2    0.823722    1.382998    0.714286  0.250000   NaN
3      3    0.799361    1.248577    0.714286  0.250000   NaN
4      4    0.768783    1.038220    0.857143  0.250000   NaN
5      5    0.750109    1.001214    0.428571  0.333333   NaN
6      6    0.704237    0.946727    0.571429  0.500000   NaN
7      7    0.636997    1.097134    0.571429  0.333333   NaN
8      8    0.636778    1.057923    0.571429  0.416667   NaN"
95,resnet18_0.5_modified_True,resnet18,modified,True,0.5,1,0.5,0.375,0.625,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.944603    0.761592       0.500  0.5000   NaN
1      1    0.955733    0.661225       0.500  0.7500   NaN
2      2    0.932915    0.760016       0.375  0.6250   NaN
3      3    0.947605    0.674119       0.500  0.6875   NaN
4      4    0.939959    1.033772       0.625  0.3750   NaN
5      5    0.912193    1.008874       0.625  0.3125   NaN
6      6    0.931355    0.994862       0.625  0.3125   NaN
7      7    0.944437    0.920223       0.625  0.5000   NaN
8      8    0.907219    1.030601       0.625  0.3750   NaN"
96,resnet18_0.5_modified_True,resnet18,modified,True,0.5,2,0.5,0.5625,0.375,0.25,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.919139    0.639119       0.375  0.6875   NaN
1      1    0.991078    0.683110       0.375  0.6875   NaN
2      2    0.825383    0.853341       0.375  0.6875   NaN
3      3    0.922833    1.097176       0.375  0.6250   NaN
4      4    0.949016    1.081986       0.375  0.5000   NaN
5      5    0.851080    1.195627       0.375  0.4375   NaN
6      6    0.821401    1.045174       0.500  0.5000   NaN
7      7    0.787579    0.955842       0.375  0.5000   NaN
8      8    0.701108    0.973352       0.250  0.5625   NaN"
97,resnet18_0.5_modified_True,resnet18,modified,True,0.5,3,0.875,0.875,0.25,0.25,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.090993    0.789825       0.625  0.4375   NaN
1      1    1.068166    0.744060       0.625  0.6250   NaN
2      2    0.948898    0.684662       0.375  0.6875   NaN
3      3    0.968294    0.765697       0.375  0.5625   NaN
4      4    0.919140    0.620681       0.375  0.8125   NaN
5      5    0.887895    0.542753       0.375  0.9375   NaN
6      6    0.889915    0.668859       0.125  0.8125   NaN
7      7    0.856439    0.582136       0.250  0.8750   NaN
8      8    0.825347    0.559862       0.250  0.8750   NaN"
98,resnet18_0.5_modified_True,resnet18,modified,True,0.5,4,0.4375,0.5,0.5,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.957867    0.813210       0.375  0.6250   NaN
1      1    0.888559    0.794299       0.375  0.6250   NaN
2      2    0.873299    0.942513       0.625  0.4375   NaN
3      3    0.846927    0.995648       0.625  0.5000   NaN
4      4    0.840890    1.285297       0.750  0.2500   NaN
5      5    0.910972    1.130859       0.625  0.4375   NaN
6      6    0.841278    0.993383       0.625  0.5000   NaN
7      7    0.780714    1.067024       0.500  0.4375   NaN
8      8    0.722505    1.056970       0.625  0.5000   NaN"
99,resnet18_0.5_modified_True,resnet18,modified,True,0.5,5,0.25,0.333333,0.714286,0.714286,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.819484    0.891413    0.571429  0.583333   NaN
1      1    0.784286    1.160391    0.571429  0.333333   NaN
2      2    0.899276    1.296322    0.571429  0.416667   NaN
3      3    0.758036    1.370771    0.571429  0.416667   NaN
4      4    0.892983    1.441036    0.428571  0.250000   NaN
5      5    0.912149    1.167794    0.714286  0.250000   NaN
6      6    0.866405    1.129658    0.714286  0.250000   NaN
7      7    0.874137    1.163519    0.714286  0.250000   NaN
8      8    0.844193    1.108250    0.714286  0.333333   NaN"
100,resnet18_0.5_modified_True,resnet18,modified,True,0.5,1,0.75,0.6875,0.5,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.781197    0.710042       0.500  0.6875   NaN
1      1    0.743360    0.751429       0.375  0.6250   NaN
2      2    0.802249    0.773254       0.500  0.5000   NaN
3      3    0.907336    0.925596       0.500  0.5625   NaN
4      4    0.941352    0.817044       0.625  0.5000   NaN
5      5    0.963797    0.736668       0.375  0.5625   NaN
6      6    0.907292    0.642437       0.500  0.7500   NaN
7      7    0.931517    0.640915       0.500  0.7500   NaN
8      8    0.837387    0.692304       0.625  0.6875   NaN"
101,resnet18_0.5_modified_True,resnet18,modified,True,0.5,2,0.625,0.625,0.375,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.956093    0.692527       0.500  0.5625   NaN
1      1    0.889951    0.831420       0.500  0.3750   NaN
2      2    0.810129    0.703085       0.375  0.6875   NaN
3      3    0.824646    0.805689       0.375  0.6875   NaN
4      4    0.784696    0.780017       0.375  0.6250   NaN
5      5    0.790707    0.748857       0.375  0.6875   NaN
6      6    0.749786    0.757800       0.375  0.6250   NaN
7      7    0.685037    0.808653       0.375  0.6250   NaN
8      8    0.703613    0.806261       0.375  0.6250   NaN"
102,resnet18_0.5_modified_True,resnet18,modified,True,0.5,3,0.375,0.4375,0.5,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.879263    0.825730       0.625  0.5000   NaN
1      1    0.954429    0.832187       0.500  0.5000   NaN
2      2    1.043788    0.738489       0.375  0.5000   NaN
3      3    0.948998    0.945528       0.500  0.3750   NaN
4      4    0.868419    0.958691       0.375  0.5000   NaN
5      5    0.880589    0.949395       0.250  0.6250   NaN
6      6    0.865701    0.945433       0.250  0.5000   NaN
7      7    0.818503    1.041598       0.500  0.3750   NaN
8      8    0.819367    0.977474       0.375  0.4375   NaN"
103,resnet18_0.5_modified_True,resnet18,modified,True,0.5,4,0.5625,0.5,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.763855    0.786019       0.375  0.2500   NaN
1      1    0.839484    0.711065       0.500  0.5625   NaN
2      2    0.926998    0.794197       0.500  0.8750   NaN
3      3    1.114391    0.857687       0.375  1.0000   NaN
4      4    0.934665    1.121716       0.375  0.6875   NaN
5      5    0.882881    0.847428       0.375  0.6875   NaN
6      6    0.830030    1.149356       0.500  0.6250   NaN
7      7    0.840672    0.855744       0.500  0.5625   NaN
8      8    0.804876    0.911418       0.500  0.5000   NaN"
104,resnet18_0.5_modified_True,resnet18,modified,True,0.5,5,0.5,0.5,0.571429,0.571429,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.342974    0.804169    0.571429  0.250000   NaN
1      1    1.203834    0.796672    0.714286  0.500000   NaN
2      2    1.143714    0.734571    0.428571  0.750000   NaN
3      3    1.033627    1.085976    0.571429  0.500000   NaN
4      4    0.967388    1.099219    0.571429  0.500000   NaN
5      5    0.860991    0.806507    0.428571  0.500000   NaN
6      6    0.824006    0.794488    0.571429  0.333333   NaN
7      7    0.851859    0.907122    0.571429  0.500000   NaN
8      8    0.805847    0.851184    0.571429  0.500000   NaN"
105,resnet18_0.5_None_False,resnet18,None,False,0.5,1,0.5625,0.4375,0.375,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.933316    1.014022       0.875  0.1250   NaN
1      1    0.960691    0.981999       0.750  0.3125   NaN
2      2    0.935831    1.104105       0.500  0.4375   NaN
3      3    0.886405    0.762032       0.500  0.5625   NaN
4      4    0.764418    0.770903       0.500  0.5625   NaN
5      5    0.732998    0.704977       0.500  0.5625   NaN
6      6    0.669754    0.850042       0.375  0.3750   NaN
7      7    0.697089    0.765523       0.375  0.5625   NaN
8      8    0.620269    0.710541       0.375  0.4375   NaN"
106,resnet18_0.5_None_False,resnet18,None,False,0.5,2,0.5625,0.5625,0.625,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.789130    0.661720       0.375  0.6875   NaN
1      1    0.855150    1.116398       0.500  0.5625   NaN
2      2    0.843595    1.214980       0.625  0.3750   NaN
3      3    0.737061    1.250899       0.625  0.3750   NaN
4      4    0.700811    0.868919       0.625  0.5000   NaN
5      5    0.673939    0.869923       0.375  0.5625   NaN
6      6    0.655123    0.839797       0.375  0.5000   NaN
7      7    0.604376    0.819028       0.625  0.5625   NaN
8      8    0.575475    0.893185       0.625  0.5625   NaN"
107,resnet18_0.5_None_False,resnet18,None,False,0.5,3,0.25,0.3125,0.75,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.915128    0.794742       0.500  0.5000   NaN
1      1    0.821639    1.014970       0.625  0.5625   NaN
2      2    0.745730    0.924799       0.375  0.5000   NaN
3      3    0.639431    0.926960       0.375  0.5000   NaN
4      4    0.666297    0.999492       0.500  0.3125   NaN
5      5    0.646694    0.757972       0.500  0.3125   NaN
6      6    0.630556    0.812721       0.750  0.2500   NaN
7      7    0.703670    0.766977       0.750  0.2500   NaN
8      8    0.678895    0.793929       0.625  0.3125   NaN"
108,resnet18_0.5_None_False,resnet18,None,False,0.5,4,0.1875,0.125,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.698377    0.713292       0.500  0.6250   NaN
1      1    0.792974    1.105645       0.750  0.3750   NaN
2      2    0.602300    2.054382       0.625  0.1250   NaN
3      3    0.571511    2.042409       0.625  0.0625   NaN
4      4    0.613530    2.123465       0.625  0.1250   NaN
5      5    0.572904    1.425926       0.625  0.0625   NaN
6      6    0.535962    1.526114       0.750  0.1250   NaN
7      7    0.634640    1.350649       0.500  0.1875   NaN
8      8    0.646843    1.312523       0.500  0.1250   NaN"
109,resnet18_0.5_None_False,resnet18,None,False,0.5,5,0.5,0.583333,0.428571,0.428571,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.173906    0.685476    0.571429  0.666667   NaN
1      1    1.037459    0.632860    0.428571  0.833333   NaN
2      2    0.979822    0.804882    0.428571  0.583333   NaN
3      3    0.954856    0.740921    0.571429  0.583333   NaN
4      4    0.833445    0.693278    0.428571  0.666667   NaN
5      5    0.751482    0.737667    0.428571  0.583333   NaN
6      6    0.714915    0.815897    0.428571  0.500000   NaN
7      7    0.716722    0.831307    0.428571  0.500000   NaN
8      8    0.615594    0.747584    0.428571  0.583333   NaN"
110,resnet18_0.5_modified_False,resnet18,modified,False,0.5,1,0.6875,0.5,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.969618    0.753700       0.625  0.2500   NaN
1      1    1.029215    0.714860       0.250  0.6250   NaN
2      2    0.910430    0.707677       0.500  0.8125   NaN
3      3    0.997461    0.991803       0.750  0.3750   NaN
4      4    0.998418    0.697803       0.375  0.6250   NaN
5      5    0.901703    0.497568       0.250  0.8125   NaN
6      6    0.821951    0.509512       0.375  0.9375   NaN
7      7    0.829808    0.640076       0.500  0.6875   NaN
8      8    0.893041    0.705639       0.500  0.5000   NaN"
111,resnet18_0.5_modified_False,resnet18,modified,False,0.5,2,0.4375,0.4375,0.375,0.375,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.731968    1.015018       0.625  0.2500   NaN
1      1    0.800985    1.193867       0.625  0.1875   NaN
2      2    0.826305    1.162310       0.500  0.3125   NaN
3      3    0.861820    1.326690       0.375  0.4375   NaN
4      4    0.877842    1.004578       0.375  0.5000   NaN
5      5    0.739414    0.958974       0.375  0.4375   NaN
6      6    0.734078    0.984618       0.500  0.4375   NaN
7      7    0.753370    0.942893       0.375  0.4375   NaN
8      8    0.679071    0.890332       0.375  0.4375   NaN"
112,resnet18_0.5_modified_False,resnet18,modified,False,0.5,3,0.375,0.4375,0.625,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.120650    0.946113       0.875  0.0625   NaN
1      1    0.951746    0.779954       0.375  0.5625   NaN
2      2    0.886485    1.047073       0.625  0.3750   NaN
3      3    0.918783    0.938584       0.750  0.1250   NaN
4      4    0.824271    0.846755       0.625  0.3125   NaN
5      5    0.799017    0.868425       0.375  0.3750   NaN
6      6    0.790089    0.812243       0.625  0.3750   NaN
7      7    0.747608    0.771298       0.625  0.3750   NaN
8      8    0.772408    0.772007       0.625  0.4375   NaN"
113,resnet18_0.5_modified_False,resnet18,modified,False,0.5,4,0.1875,0.125,0.5,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.890862    0.756916       0.500  0.3750   NaN
1      1    1.033048    0.719337       0.500  0.3750   NaN
2      2    0.969134    1.100589       0.750  0.3750   NaN
3      3    0.982192    1.348439       0.500  0.4375   NaN
4      4    0.842941    1.716258       0.500  0.2500   NaN
5      5    0.785210    1.780007       0.625  0.2500   NaN
6      6    0.790773    1.614662       0.625  0.2500   NaN
7      7    0.754997    1.842610       0.500  0.1875   NaN
8      8    0.734178    1.785918       0.625  0.1250   NaN"
114,resnet18_0.5_modified_False,resnet18,modified,False,0.5,5,0.583333,0.5,0.428571,0.28571399999999997,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.143649    0.435323    0.285714  1.000000   NaN
1      1    1.039074    0.659964    0.428571  0.666667   NaN
2      2    0.862478    0.621936    0.285714  0.583333   NaN
3      3    0.902018    0.497405    0.285714  0.916667   NaN
4      4    0.885246    0.748230    0.571429  0.750000   NaN
5      5    0.859114    0.645439    0.428571  0.666667   NaN
6      6    0.843481    0.722562    0.428571  0.500000   NaN
7      7    0.794552    0.846368    0.428571  0.583333   NaN
8      8    0.750574    0.936085    0.285714  0.500000   NaN"
115,resnet18_0.5_modified_False,resnet18,modified,False,0.5,1,0.8125,0.8125,0.375,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    1.057865    0.959315       0.500  0.3125   NaN
1      1    1.195103    0.569657       0.250  0.8125   NaN
2      2    1.086619    0.391079       0.000  1.0000   NaN
3      3    1.123694    0.475609       0.125  0.8125   NaN
4      4    1.008471    0.477464       0.250  0.8125   NaN
5      5    0.961686    0.487777       0.250  0.8125   NaN
6      6    0.942471    0.545211       0.375  0.8125   NaN
7      7    0.942286    0.526505       0.375  0.8125   NaN
8      8    0.906750    0.581016       0.500  0.8125   NaN"
116,resnet18_0.5_modified_False,resnet18,modified,False,0.5,2,0.3125,0.375,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.969900    0.691234       0.375  0.6250   NaN
1      1    1.005631    0.858453       0.500  0.5000   NaN
2      2    0.943277    1.082219       0.625  0.3750   NaN
3      3    0.883498    1.102594       0.625  0.3125   NaN
4      4    0.906009    1.065069       0.625  0.4375   NaN
5      5    0.921180    1.015537       0.500  0.3125   NaN
6      6    0.810711    1.165492       0.500  0.2500   NaN
7      7    0.752450    1.113130       0.500  0.3125   NaN
8      8    0.728893    1.078271       0.500  0.3750   NaN"
117,resnet18_0.5_modified_False,resnet18,modified,False,0.5,3,0.25,0.25,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.884440    0.887332       0.625  0.2500   NaN
1      1    0.820253    1.163023       0.750  0.1250   NaN
2      2    0.871787    1.134327       0.750  0.2500   NaN
3      3    0.867941    1.247366       0.875  0.1875   NaN
4      4    0.965348    1.202296       0.750  0.2500   NaN
5      5    0.938914    1.128217       0.625  0.2500   NaN
6      6    0.862968    0.992030       0.750  0.2500   NaN
7      7    0.800721    1.100516       0.500  0.2500   NaN
8      8    0.769622    1.201396       0.500  0.2500   NaN"
118,resnet18_0.5_modified_False,resnet18,modified,False,0.5,4,0.4375,0.5625,0.625,0.625,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.708033    0.811024       0.500  0.5000   NaN
1      1    0.725800    0.554500       0.250  0.7500   NaN
2      2    0.857544    0.887991       0.375  0.5000   NaN
3      3    0.874353    0.994138       0.500  0.5000   NaN
4      4    0.851732    1.308856       0.500  0.4375   NaN
5      5    0.852675    1.287212       0.750  0.3750   NaN
6      6    0.798968    1.076688       0.625  0.5000   NaN
7      7    0.780762    1.078596       0.625  0.4375   NaN
8      8    0.724770    0.929505       0.625  0.5625   NaN"
119,resnet18_0.5_modified_False,resnet18,modified,False,0.5,5,0.5,0.333333,0.714286,0.571429,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.695231    0.850041    0.571429  0.500000   NaN
1      1    0.881858    0.799371    0.428571  0.500000   NaN
2      2    0.919383    0.805113    0.428571  0.500000   NaN
3      3    0.942076    0.679005    0.428571  0.583333   NaN
4      4    0.947314    0.544740    0.428571  0.750000   NaN
5      5    0.868066    0.705126    0.571429  0.666667   NaN
6      6    0.869249    0.735345    0.571429  0.416667   NaN
7      7    0.802057    0.713542    0.714286  0.500000   NaN
8      8    0.813969    0.808539    0.571429  0.333333   NaN"
120,resnet18_1_None_True,resnet18,None,True,1.0,1,0.4375,0.625,0.5,0.25,"   epoch  train_loss  valid_loss  error_rate   AUROC  time
0      0    0.749896    0.746149       0.500  0.5000   NaN
1      1    0.920557    0.655007       0.250  0.7500   NaN
2      2    0.874453    0.554314       0.500  1.0000   NaN
3      3    0.861497    0.720991       0.250  0.7500   NaN
4      4    0.825961    0.786381       0.500  0.5000   NaN
5      5    0.713736    0.832826       0.500  0.3125   NaN
6      6    0.696378    0.776018       0.375  0.5000   NaN
7      7    0.677112    0.731905       0.500  0.4375   NaN
8      8    0.619854    0.653026       0.250  0.6250   NaN"
