,test_name,model_arch,transforms,normalized,weight_decay,split_num,train_df,AUROC,error_rate
10,resnet50_0.01_modified_True,resnet50,modified,True,0.01,11,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.004533    0.907133        0.50   0.49   NaN
1      1    1.092161    0.876756        0.35   0.44   NaN
2      2    1.025884    0.813073        0.70   0.24   NaN
3      3    0.923855    0.700089        0.40   0.56   NaN
4      4    0.795597    0.655683        0.50   0.65   NaN",0.65,0.5
11,resnet50_0.01_modified_True,resnet50,modified,True,0.01,12,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.006263    2.746863        0.50   0.57   NaN
1      1    1.073853    0.681692        0.45   0.58   NaN
2      2    1.003470    1.060035        0.70   0.42   NaN
3      3    0.950660    0.840858        0.60   0.37   NaN
4      4    0.962204    0.770483        0.55   0.47   NaN",0.47,0.55
12,resnet50_0.01_modified_True,resnet50,modified,True,0.01,13,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.076279    0.763147         0.5  0.518519   NaN
1      1    1.010330    0.813337         0.5  0.469136   NaN
2      2    1.051748    0.913128         0.5  0.481481   NaN
3      3    1.012495    1.053430         0.5  0.493827   NaN
4      4    0.889786    0.729466         0.5  0.530864   NaN",0.530864,0.5
13,resnet50_0.01_modified_True,resnet50,modified,True,0.01,14,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.119498    0.803879    0.500000  0.518519   NaN
1      1    0.964115    1.124543    0.555556  0.567901   NaN
2      2    0.973925    0.855501    0.666667  0.308642   NaN
3      3    0.970487    0.864686    0.666667  0.358025   NaN
4      4    0.921808    0.841194    0.833333  0.222222   NaN",0.22222199999999998,0.833333
14,resnet50_0.01_modified_True,resnet50,modified,True,0.01,15,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.378747    1.582592    0.500000  0.407407   NaN
1      1    0.995443    1.068654    0.611111  0.382716   NaN
2      2    1.109551    0.834819    0.611111  0.345679   NaN
3      3    0.932940    1.253242    0.500000  0.395062   NaN
4      4    0.895106    0.947256    0.666667  0.308642   NaN",0.308642,0.666667
15,resnet50_0.01_modified_True,resnet50,modified,True,0.01,16,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.078749    1.982751        0.45   0.72   NaN
1      1    0.975869    1.007134        0.60   0.41   NaN
2      2    0.907485    0.867925        0.45   0.51   NaN
3      3    0.878921    0.602193        0.45   0.75   NaN
4      4    0.840191    0.615895        0.45   0.74   NaN",0.74,0.45
16,resnet50_0.01_modified_True,resnet50,modified,True,0.01,17,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.986143    1.121939        0.50   0.42   NaN
1      1    1.184117    0.774133        0.55   0.49   NaN
2      2    1.037804    0.869375        0.60   0.46   NaN
3      3    1.015296    0.847995        0.65   0.33   NaN
4      4    0.888849    0.790475        0.60   0.34   NaN",0.34,0.6
17,resnet50_0.01_modified_True,resnet50,modified,True,0.01,18,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.819248    0.941148    0.500000  0.604938   NaN
1      1    0.862672    1.176684    0.388889  0.592593   NaN
2      2    0.842564    1.709882    0.444444  0.530864   NaN
3      3    0.844658    0.706364    0.444444  0.518519   NaN
4      4    0.873588    0.702814    0.500000  0.518519   NaN",0.518519,0.5
18,resnet50_0.01_modified_True,resnet50,modified,True,0.01,19,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.080620    0.906893    0.555556  0.629630   NaN
1      1    0.931154    0.566539    0.388889  0.790123   NaN
2      2    0.998138    0.762188    0.444444  0.567901   NaN
3      3    0.967775    0.695330    0.333333  0.592593   NaN
4      4    0.879150    0.628785    0.277778  0.765432   NaN",0.765432,0.277778
19,resnet50_0.01_modified_True,resnet50,modified,True,0.01,20,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.124533    1.115159    0.500000  0.407407   NaN
1      1    1.018402    0.851534    0.611111  0.382716   NaN
2      2    0.920372    0.770343    0.555556  0.444444   NaN
3      3    0.852894    0.685453    0.444444  0.592593   NaN
4      4    0.856446    0.781333    0.555556  0.481481   NaN",0.48148100000000005,0.555556
