,test_name,model_arch,transforms,normalized,weight_decay,split_num,AUROC,error_rate,train_df
46,resnet18_0.01_0.03_modified_True,resnet18,modified,true,0.01,2,0.66,0.5,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.970159    0.823830        0.50   0.51   NaN
1      1    1.364446    8.107924        0.50   0.41   NaN
2      2    2.230767    2.583138        0.50   0.52   NaN
3      3    2.750928    1.243314        0.30   0.62   NaN
4      4    2.836579    2.789827        0.40   0.52   NaN
5      5    3.061159   13.537806        0.70   0.29   NaN
6      6    3.009190    6.959506        0.55   0.39   NaN
7      7    3.073913    1.165068        0.55   0.59   NaN
8      8    2.442333    1.118249        0.50   0.66   NaN"
47,resnet18_0.01_0.03_modified_True,resnet18,modified,true,0.01,3,0.641975,0.388889,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.121958    1.415257    0.555556  0.456790   NaN
1      1    1.483785    4.592089    0.555556  0.456790   NaN
2      2    1.885276    4.427264    0.722222  0.197531   NaN
3      3    2.484374    1.769896    0.388889  0.679012   NaN
4      4    3.016968    7.600183    0.500000  0.481481   NaN
5      5    3.180143    1.409224    0.333333  0.629630   NaN
6      6    2.655321    1.918732    0.500000  0.530864   NaN
7      7    2.944278    6.542404    0.555556  0.617284   NaN
8      8    2.473183    8.062472    0.388889  0.641975   NaN"
48,resnet18_0.01_0.03_modified_True,resnet18,modified,true,0.01,4,0.308642,0.555556,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.104427    1.125484    0.555556  0.481481   NaN
1      1    1.446799    1.216375    0.555556  0.604938   NaN
2      2    1.734599    5.409725    0.666667  0.456790   NaN
3      3    3.263442    3.807079    0.500000  0.530864   NaN
4      4    2.961499    4.058422    0.611111  0.358025   NaN
5      5    2.873959    7.353757    0.277778  0.592593   NaN
6      6    2.705356    5.079362    0.555556  0.456790   NaN
7      7    2.927299    4.128589    0.444444  0.493827   NaN
8      8    2.591291    2.766743    0.555556  0.308642   NaN"
49,resnet18_0.01_0.03_modified_True,resnet18,modified,true,0.01,5,0.654321,0.388889,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.180644    1.656323    0.777778  0.172840   NaN
1      1    1.652572    4.060836    0.500000  0.469136   NaN
2      2    2.303990    2.511630    0.500000  0.370370   NaN
3      3    2.902013    1.805926    0.500000  0.629630   NaN
4      4    3.000135    3.446979    0.500000  0.518519   NaN
5      5    2.951200   25.671587    0.444444  0.469136   NaN
6      6    2.816700    6.380362    0.500000  0.283951   NaN
7      7    2.354789    3.079459    0.444444  0.530864   NaN
8      8    2.231119    1.918668    0.388889  0.654321   NaN"
50,resnet18_0.01_0.1_modified_True,resnet18,modified,true,0.01,1,0.37,0.6,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    1.602665     8.723070        0.50  0.400   NaN
1      1    4.176810     8.709646        0.35  0.570   NaN
2      2    7.093313    31.677383        0.60  0.350   NaN
3      3   18.093252  1221.338623        0.50  0.500   NaN
4      4   24.700006   369.875916        0.45  0.715   NaN
5      5   25.242668    29.320719        0.55  0.390   NaN
6      6   25.080410   217.110321        0.65  0.315   NaN
7      7   22.442247   327.554749        0.65  0.310   NaN
8      8   19.148468    43.493282        0.60  0.370   NaN"
51,resnet18_0.01_0.1_modified_True,resnet18,modified,true,0.01,2,0.6,0.5,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.989483    1.456455        0.60   0.49   NaN
1      1    4.138083    5.371277        0.50   0.48   NaN
2      2   10.864079   12.327553        0.60   0.36   NaN
3      3   20.267719   19.709295        0.40   0.47   NaN
4      4   18.896749   49.068466        0.45   0.55   NaN
5      5   17.162197   44.263531        0.50   0.45   NaN
6      6   19.308531    8.410116        0.45   0.49   NaN
7      7   17.611954    5.241009        0.30   0.58   NaN
8      8   14.803505    5.840736        0.50   0.60   NaN"
52,resnet18_0.01_0.1_modified_True,resnet18,modified,true,0.01,3,0.530864,0.5,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.616153    1.899088    0.444444  0.530864   NaN
1      1    3.658820    4.553734    0.444444  0.506173   NaN
2      2   10.228977   44.323128    0.500000  0.654321   NaN
3      3   26.357702   20.787636    0.500000  0.500000   NaN
4      4   25.793484   18.452667    0.611111  0.308642   NaN
5      5   23.286425   10.575128    0.555556  0.555556   NaN
6      6   21.102083  105.516777    0.500000  0.444444   NaN
7      7   17.282698    5.602405    0.388889  0.679012   NaN
8      8   13.848478    5.159523    0.500000  0.530864   NaN"
53,resnet18_0.01_0.1_modified_True,resnet18,modified,true,0.01,4,0.203704,0.666667,"   epoch  train_loss   valid_loss  error_rate     AUROC  time
0      0    2.153616     3.784703    0.611111  0.308642   NaN
1      1    3.005493    22.746862    0.611111  0.135802   NaN
2      2   12.312280    35.783310    0.500000  0.388889   NaN
3      3   20.472906   451.810791    0.500000  0.500000   NaN
4      4   22.888767  3165.793945    0.500000  0.500000   NaN
5      5   21.690327    38.417618    0.666667  0.191358   NaN
6      6   21.657682    21.947847    0.500000  0.506173   NaN
7      7   20.931219     5.249598    0.555556  0.333333   NaN
8      8   17.073597    14.641637    0.666667  0.203704   NaN"
54,resnet18_0.01_0.1_modified_True,resnet18,modified,true,0.01,5,0.506173,0.5,"   epoch  train_loss   valid_loss  error_rate     AUROC  time
0      0    1.648789     3.011325    0.500000  0.691358   NaN
1      1    3.447149    78.369331    0.500000  0.500000   NaN
2      2    6.433521    30.053850    0.444444  0.592593   NaN
3      3   23.432211    48.199024    0.333333  0.679012   NaN
4      4   27.924021   133.179306    0.500000  0.617284   NaN
5      5   25.072186   740.347412    0.500000  0.500000   NaN
6      6   24.676477   118.046837    0.555556  0.320988   NaN
7      7   20.034746   954.333252    0.444444  0.518519   NaN
8      8   18.871922  1321.136841    0.500000  0.506173   NaN"
55,resnet18_0.01_0.3_modified_True,resnet18,modified,true,0.01,1,0.54,0.45,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    2.516293    32.437176        0.50  0.650   NaN
1      1   12.724680    84.568680        0.50  0.485   NaN
2      2   98.819016   229.723236        0.35  0.625   NaN
3      3  192.997223   368.557068        0.55  0.450   NaN
4      4  190.907578   358.370056        0.50  0.500   NaN
5      5  168.888687   238.204666        0.35  0.615   NaN
6      6  140.104034   247.963837        0.45  0.550   NaN
7      7  127.571129  7546.233398        0.45  0.470   NaN
8      8  110.808197  4912.544922        0.45  0.540   NaN"
56,resnet18_0.01_0.3_modified_True,resnet18,modified,true,0.01,2,0.6,0.4,"   epoch  train_loss    valid_loss  error_rate  AUROC  time
0      0    2.841222     25.131409        0.50   0.66   NaN
1      1   13.516449   1949.124268        0.50   0.50   NaN
2      2   75.275726  26205.275391        0.50   0.50   NaN
3      3  211.195389    892.203735        0.55   0.45   NaN
4      4  238.457535    374.291687        0.50   0.50   NaN
5      5  220.865234  44381.636719        0.50   0.50   NaN
6      6  180.838486     59.855061        0.45   0.55   NaN
7      7  149.535126    101.672073        0.45   0.55   NaN
8      8  125.476814     58.397053        0.40   0.60   NaN"
57,resnet18_0.01_0.3_modified_True,resnet18,modified,true,0.01,3,0.506173,0.5,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    2.699279     21.027649    0.500000  0.555556   NaN
1      1   20.213110  16315.595703    0.500000  0.500000   NaN
2      2  105.164818     46.357624    0.555556  0.432099   NaN
3      3  155.640411    934.635010    0.555556  0.469136   NaN
4      4  205.147980   3231.829346    0.555556  0.444444   NaN
5      5  187.558334     54.913761    0.555556  0.444444   NaN
6      6  129.920822     90.861214    0.500000  0.487654   NaN
7      7  106.386444    318.828064    0.333333  0.648148   NaN
8      8   82.599815     11.106125    0.500000  0.506173   NaN"
58,resnet18_0.01_0.3_modified_True,resnet18,modified,true,0.01,4,0.333333,0.555556,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    4.705940     14.590261    0.500000  0.493827   NaN
1      1   23.130159     26.756065    0.444444  0.654321   NaN
2      2  116.301018    507.381287    0.500000  0.500000   NaN
3      3  206.894180    155.650558    0.555556  0.419753   NaN
4      4  222.418732  23549.187500    0.500000  0.500000   NaN
5      5  163.624313     97.686859    0.388889  0.598765   NaN
6      6  134.077881  74700.687500    0.500000  0.500000   NaN
7      7  105.871735    518.438232    0.500000  0.500000   NaN
8      8   95.816406   5746.831543    0.555556  0.333333   NaN"
59,resnet18_0.01_0.3_modified_True,resnet18,modified,true,0.01,5,0.382716,0.5,"   epoch  train_loss     valid_loss  error_rate     AUROC  time
0      0    2.870217      60.990036    0.500000  0.500000   NaN
1      1   25.650019     227.883575    0.500000  0.500000   NaN
2      2   81.955208  115247.015625    0.500000  0.500000   NaN
3      3  158.119232     486.614105    0.444444  0.555556   NaN
4      4  127.361336     146.235992    0.611111  0.333333   NaN
5      5  136.233978     160.218155    0.444444  0.555556   NaN
6      6  139.308273   36019.296875    0.388889  0.611111   NaN
7      7  118.270676     707.478394    0.555556  0.530864   NaN
8      8  111.154259    2400.680664    0.500000  0.382716   NaN"
60,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,1,0.59,0.4,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.007410    1.330342        0.60   0.29   NaN
1      1    1.144117    1.042479        0.45   0.71   NaN
2      2    1.047175    0.983049        0.35   0.72   NaN
3      3    1.106514    0.795178        0.35   0.69   NaN
4      4    1.337952    1.092580        0.40   0.59   NaN"
61,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,2,0.42,0.6,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.937015    0.651381        0.30   0.78   NaN
1      1    1.192812    1.908840        0.50   0.83   NaN
2      2    1.205833    1.723060        0.45   0.34   NaN
3      3    1.223653    0.943749        0.55   0.45   NaN
4      4    1.156005    0.997635        0.60   0.42   NaN"
62,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,3,0.283951,0.666667,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.980373    1.040637    0.555556  0.395062   NaN
1      1    1.191567    1.670959    0.722222  0.345679   NaN
2      2    1.166202    1.589774    0.555556  0.333333   NaN
3      3    1.119848    1.514532    0.666667  0.222222   NaN
4      4    1.063016    1.299926    0.666667  0.283951   NaN"
63,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,4,0.666667,0.333333,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.875207    1.352083    0.555556  0.444444   NaN
1      1    1.155748    1.951033    0.444444  0.395062   NaN
2      2    1.307005    0.965738    0.444444  0.592593   NaN
3      3    1.272120    0.662475    0.500000  0.765432   NaN
4      4    1.136955    0.679574    0.333333  0.666667   NaN"
64,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,5,0.62963,0.388889,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.968220    1.168180    0.555556  0.493827   NaN
1      1    1.189224    2.109313    0.722222  0.209877   NaN
2      2    1.201622    1.106382    0.555556  0.518519   NaN
3      3    1.143928    0.895114    0.444444  0.629630   NaN
4      4    1.223579    0.839902    0.388889  0.629630   NaN"
65,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,1,0.5,0.35,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.284676    6.005458        0.45   0.41   NaN
1      1    2.086704    3.848610        0.40   0.59   NaN
2      2    2.819331    6.517520        0.50   0.37   NaN
3      3    2.723786    9.535334        0.55   0.38   NaN
4      4    2.386242   21.682989        0.35   0.50   NaN"
66,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,2,0.25,0.5,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.383011    2.190308        0.55   0.30   NaN
1      1    2.398480    3.808762        0.50   0.67   NaN
2      2    2.477760    1.975340        0.55   0.50   NaN
3      3    2.234874    2.092676        0.50   0.61   NaN
4      4    1.827471    1.502075        0.50   0.25   NaN"
67,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,3,0.654321,0.388889,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.295535    1.953763    0.500000  0.753086   NaN
1      1    2.788837    3.087938    0.500000  0.691358   NaN
2      2    2.531169    1.183436    0.611111  0.444444   NaN
3      3    2.555847    0.865402    0.388889  0.716049   NaN
4      4    2.476381    0.855264    0.388889  0.654321   NaN"
68,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,4,0.703704,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.121545    0.856981    0.222222  0.666667   NaN
1      1    2.119460    2.338174    0.333333  0.716049   NaN
2      2    2.604610    2.357476    0.500000  0.444444   NaN
3      3    2.654732    1.888425    0.611111  0.456790   NaN
4      4    2.297130    1.137229    0.444444  0.703704   NaN"
69,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,5,0.512346,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.319582    1.859153    0.666667  0.246914   NaN
1      1    2.578895    1.726353    0.444444  0.716049   NaN
2      2    2.932672    4.518810    0.500000  0.623457   NaN
3      3    2.829400    2.860311    0.611111  0.481481   NaN
4      4    2.269342    3.220935    0.444444  0.512346   NaN"
70,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,1,0.56,0.55,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    2.095640    3.607183        0.50  0.430   NaN
1      1    8.513976    9.788054        0.40  0.580   NaN
2      2   13.429663   28.658024        0.60  0.450   NaN
3      3   13.030437    8.584261        0.60  0.535   NaN
4      4   11.125087   74.408653        0.55  0.560   NaN"
71,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,2,0.58,0.45,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    3.099723   23.241146        0.50   0.50   NaN
1      1    7.363895   38.793415        0.50   0.43   NaN
2      2   14.607648    8.408277        0.60   0.55   NaN
3      3   14.016091    3.356946        0.50   0.59   NaN
4      4   10.148540    8.609169        0.45   0.58   NaN"
72,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,3,0.47530900000000004,0.5,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    2.477510    4.834400    0.444444  0.493827   NaN
1      1    7.965189  160.120331    0.500000  0.500000   NaN
2      2   13.005022   10.171492    0.388889  0.475309   NaN
3      3   14.082638   21.808434    0.555556  0.296296   NaN
4      4   10.930895    7.681402    0.500000  0.475309   NaN"
73,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,4,0.43209899999999996,0.555556,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.831374    8.869513    0.500000  0.450617   NaN
1      1   10.741783   21.972317    0.555556  0.370370   NaN
2      2   16.134541   14.428153    0.555556  0.351852   NaN
3      3   14.812846    3.000465    0.666667  0.209877   NaN
4      4   12.251519    3.960056    0.555556  0.432099   NaN"
74,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,5,0.48148100000000005,0.555556,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.772332   11.257664    0.500000  0.555556   NaN
1      1    9.928833   51.460541    0.500000  0.500000   NaN
2      2   12.796383   16.780067    0.500000  0.444444   NaN
3      3   13.884008   15.664361    0.500000  0.308642   NaN
4      4   15.052946   50.358913    0.555556  0.481481   NaN"
75,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,1,0.32,0.7,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    7.619995  991.846069        0.50  0.500   NaN
1      1   66.275131  115.579689        0.50  0.495   NaN
2      2   83.818222   11.911886        0.45  0.640   NaN
3      3   81.687927  148.854965        0.60  0.355   NaN
4      4   74.110588   32.552334        0.70  0.320   NaN"
76,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,2,0.53,0.6,"   epoch  train_loss   valid_loss  error_rate  AUROC  time
0      0    8.911426   129.724091        0.50   0.50   NaN
1      1   60.591125  2223.761230        0.50   0.50   NaN
2      2  118.947357    31.775843        0.25   0.70   NaN
3      3   90.209419    23.327705        0.45   0.51   NaN
4      4   61.285793    13.156337        0.60   0.53   NaN"
77,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,3,0.555556,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    8.220193   64.286270    0.611111  0.388889   NaN
1      1   55.129539   79.738220    0.444444  0.555556   NaN
2      2   80.360237   81.948708    0.611111  0.320988   NaN
3      3   92.713638  103.076775    0.611111  0.358025   NaN
4      4   78.835602   57.578972    0.444444  0.555556   NaN"
78,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,4,0.283951,0.777778,"   epoch  train_loss   valid_loss  error_rate     AUROC  time
0      0    5.780856    57.834541    0.500000  0.555556   NaN
1      1   51.004772  1068.156250    0.500000  0.500000   NaN
2      2  102.546089    87.001259    0.333333  0.697531   NaN
3      3  103.474960    25.864891    0.444444  0.530864   NaN
4      4   84.875015    88.986725    0.777778  0.283951   NaN"
79,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,5,0.555556,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    6.798934   62.843792    0.555556  0.469136   NaN
1      1   74.059731   95.125801    0.444444  0.518519   NaN
2      2  128.936020   82.710747    0.500000  0.277778   NaN
3      3  101.639412  390.659058    0.555556  0.456790   NaN
4      4   86.121162   58.346306    0.444444  0.555556   NaN"
80,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,1,0.2,0.8,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    0.996577    1.088008        0.50   0.41   NaN
1      1    0.994408    0.948179        0.35   0.54   NaN
2      2    1.174957    1.202184        0.60   0.36   NaN
3      3    1.338035    1.524708        0.65   0.44   NaN
4      4    1.351420    0.884151        0.60   0.44   NaN
5      5    1.175331    1.709340        0.60   0.24   NaN
6      6    1.075673    1.714687        0.80   0.20   NaN"
81,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,2,0.45,0.5,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.082302    1.178091        0.60   0.44   NaN
1      1    1.115578    1.178860        0.60   0.38   NaN
2      2    1.138745    1.855847        0.55   0.38   NaN
3      3    1.290027    2.046146        0.65   0.40   NaN
4      4    1.280753    1.439851        0.55   0.48   NaN
5      5    1.210312    1.447463        0.50   0.41   NaN
6      6    1.100726    2.166760        0.50   0.45   NaN"
82,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,3,0.641975,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.039479    0.593068    0.333333  0.814815   NaN
1      1    0.980349    1.415361    0.500000  0.654321   NaN
2      2    1.226081    1.350627    0.555556  0.444444   NaN
3      3    1.231723    2.377415    0.500000  0.333333   NaN
4      4    1.495523    1.040166    0.444444  0.481481   NaN
5      5    1.355449    0.732877    0.388889  0.629630   NaN
6      6    1.363846    0.769570    0.444444  0.641975   NaN"
83,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,4,0.345679,0.722222,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.961109    1.225352    0.555556  0.358025   NaN
1      1    1.058630    0.993355    0.444444  0.666667   NaN
2      2    1.079128    1.284462    0.500000  0.543210   NaN
3      3    1.202595    1.271181    0.555556  0.283951   NaN
4      4    1.248205    1.055903    0.555556  0.407407   NaN
5      5    1.068524    1.504564    0.722222  0.246914   NaN
6      6    1.021215    1.322417    0.722222  0.345679   NaN"
84,resnet18_0.03_0.01_modified_True,resnet18,modified,true,0.03,5,0.46913599999999994,0.44444399999999995,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    0.827074    0.994820    0.500000  0.506173   NaN
1      1    1.144815    1.980706    0.555556  0.320988   NaN
2      2    1.248973    1.896362    0.555556  0.617284   NaN
3      3    1.546650    1.067638    0.500000  0.716049   NaN
4      4    1.388270    1.690671    0.444444  0.382716   NaN
5      5    1.193486    1.390454    0.555556  0.320988   NaN
6      6    1.170161    1.377188    0.444444  0.469136   NaN"
85,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,1,0.36,0.65,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.370588    0.532874        0.30  0.840   NaN
1      1    1.691673    1.669194        0.35  0.710   NaN
2      2    2.491108    9.226118        0.50  0.535   NaN
3      3    2.402552    6.365798        0.55  0.470   NaN
4      4    2.416600    3.076604        0.55  0.480   NaN
5      5    2.400757   10.022129        0.55  0.520   NaN
6      6    2.109112    3.055015        0.65  0.360   NaN"
86,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,2,0.5,0.5,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.016856    1.016932        0.30   0.77   NaN
1      1    2.272053    1.111048        0.40   0.56   NaN
2      2    2.554328    2.576540        0.45   0.63   NaN
3      3    3.009115    3.287035        0.60   0.37   NaN
4      4    3.051695    4.790604        0.60   0.39   NaN
5      5    2.467448    1.797402        0.60   0.48   NaN
6      6    2.317629    1.502139        0.50   0.50   NaN"
87,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,3,0.47530900000000004,0.5,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.411726    2.420708    0.500000  0.407407   NaN
1      1    1.530926    4.838788    0.500000  0.395062   NaN
2      2    2.418271    5.003160    0.500000  0.456790   NaN
3      3    3.064959    2.485925    0.500000  0.469136   NaN
4      4    3.225038    3.034444    0.555556  0.395062   NaN
5      5    2.564728    1.656353    0.500000  0.481481   NaN
6      6    2.151392    3.343008    0.500000  0.475309   NaN"
88,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,4,0.506173,0.555556,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.028053    2.205934    0.444444  0.333333   NaN
1      1    2.262807    5.496471    0.500000  0.271605   NaN
2      2    2.169540    1.855680    0.500000  0.617284   NaN
3      3    2.799574    1.122603    0.388889  0.679012   NaN
4      4    2.737823    2.088839    0.611111  0.382716   NaN
5      5    2.470520    1.786635    0.444444  0.567901   NaN
6      6    2.245482    1.196681    0.555556  0.506173   NaN"
89,resnet18_0.03_0.03_modified_True,resnet18,modified,true,0.03,5,0.37037,0.722222,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.245839    1.555890    0.388889  0.679012   NaN
1      1    2.064356    2.088442    0.444444  0.543210   NaN
2      2    2.668562    2.536046    0.388889  0.666667   NaN
3      3    2.598460    9.381139    0.333333  0.444444   NaN
4      4    2.212558    2.687086    0.666667  0.481481   NaN
5      5    2.144223   18.890144    0.611111  0.222222   NaN
6      6    1.793180    8.665585    0.722222  0.370370   NaN"
90,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,1,0.735,0.3,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.789368    7.854459        0.50  0.690   NaN
1      1    3.996786   25.164715        0.50  0.480   NaN
2      2   12.437035   16.285503        0.60  0.410   NaN
3      3   16.206890   36.917274        0.55  0.440   NaN
4      4   15.463844   48.640312        0.60  0.505   NaN
5      5   12.365618   97.444687        0.60  0.415   NaN
6      6   13.099154  117.305702        0.30  0.735   NaN"
91,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,2,0.585,0.45,"   epoch  train_loss  valid_loss  error_rate  AUROC  time
0      0    1.916180    4.807746        0.50  0.490   NaN
1      1    5.127017   47.513832        0.50  0.430   NaN
2      2   13.993812   36.325371        0.50  0.580   NaN
3      3   22.877743    6.539713        0.50  0.620   NaN
4      4   20.882021   23.953625        0.50  0.460   NaN
5      5   19.333986    2.242638        0.40  0.560   NaN
6      6   14.104251    4.714473        0.45  0.585   NaN"
92,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,3,0.345679,0.722222,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    2.101013    2.944994    0.555556  0.395062   NaN
1      1    5.823338    6.996243    0.500000  0.567901   NaN
2      2   14.785175   20.265482    0.444444  0.432099   NaN
3      3   18.310976   27.469540    0.444444  0.518519   NaN
4      4   15.298082   10.343494    0.555556  0.333333   NaN
5      5   15.327877   16.782412    0.555556  0.407407   NaN
6      6   12.276450  170.254318    0.722222  0.345679   NaN"
93,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,4,0.345679,0.611111,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.254569    6.200722    0.611111  0.327160   NaN
1      1    6.089829   26.457363    0.500000  0.500000   NaN
2      2   14.038629   66.235161    0.444444  0.506173   NaN
3      3   17.459635    8.366239    0.555556  0.271605   NaN
4      4   15.220858   10.535200    0.611111  0.283951   NaN
5      5   12.001551    7.138542    0.444444  0.530864   NaN
6      6   10.897088    8.671395    0.611111  0.345679   NaN"
94,resnet18_0.03_0.1_modified_True,resnet18,modified,true,0.03,5,0.654321,0.277778,"   epoch  train_loss  valid_loss  error_rate     AUROC  time
0      0    1.409579   10.356746    0.555556  0.419753   NaN
1      1    6.148218   14.207087    0.277778  0.641975   NaN
2      2   13.274170    7.658720    0.444444  0.530864   NaN
3      3   18.874075  194.535217    0.500000  0.555556   NaN
4      4   17.981594   63.283062    0.611111  0.339506   NaN
5      5   14.907512  139.538193    0.333333  0.549383   NaN
6      6   13.135694  427.244110    0.277778  0.654321   NaN"
95,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,1,0.55,0.45,"   epoch  train_loss     valid_loss  error_rate  AUROC  time
0      0    4.084462      12.646614        0.50  0.460   NaN
1      1   50.711079    1403.712280        0.50  0.500   NaN
2      2   95.895691  519714.093750        0.50  0.500   NaN
3      3  108.625877     303.087463        0.45  0.550   NaN
4      4  125.493172     786.859619        0.50  0.205   NaN
5      5   80.330627   26132.251953        0.55  0.480   NaN
6      6   59.049118   37194.699219        0.45  0.550   NaN"
96,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,2,0.41,0.6,"   epoch  train_loss     valid_loss  error_rate  AUROC  time
0      0    5.150962       6.567797        0.50  0.380   NaN
1      1   28.104082      14.704320        0.45  0.620   NaN
2      2   83.903221  165931.093750        0.50  0.500   NaN
3      3  137.073395     197.745987        0.50  0.500   NaN
4      4  118.262215      88.751976        0.55  0.420   NaN
5      5   93.055588     151.878616        0.50  0.535   NaN
6      6   84.324043     132.961121        0.60  0.410   NaN"
97,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,3,0.41358,0.555556,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    5.017901  8.270436e+01    0.500000  0.500000   NaN
1      1   31.071541  1.010930e+02    0.555556  0.530864   NaN
2      2  100.304077  4.177159e+02    0.500000  0.500000   NaN
3      3  112.954620  5.959854e+06    0.500000  0.500000   NaN
4      4  100.043839  1.352442e+03    0.444444  0.530864   NaN
5      5   78.226601  3.179142e+01    0.500000  0.444444   NaN
6      6   59.985947  3.055129e+01    0.555556  0.413580   NaN"
98,resnet18_0.03_0.3_modified_True,resnet18,modified,true,0.03,4,0.45679,0.5,"   epoch  train_loss    valid_loss  error_rate     AUROC  time
0      0    3.750561     21.504967    0.500000  0.308642   NaN
1      1   30.580011    343.710846    0.500000  0.500000   NaN
2      2  118.734848  16937.576172    0.500000  0.500000   NaN
3      3  147.529602     81.102814    0.444444  0.567901   NaN
4      4  125.996323    235.794540    0.500000  0.500000   NaN
5      5   78.466255     30.723188    0.444444  0.481481   NaN
6      6   62.818176     20.155832    0.500000  0.456790   NaN"
